product_id,category,client_id,amount,date
P032,Home,C0136,151.18,2023-03-29
P030,Toys,C0366,178.06,2023-04-13
P057,Electronics,C0076,481.47,2023-02-17
P016,Books,C0944,215.81,2023-04-26
P098,Clothing,C0765,113.45,2023-02-25
P052,Electronics,C0843,52.28,2023-12-29
P098,Home,C0434,288.19,2023-11-30
P020,Electronics,C0958,406.94,2023-09-28
P032,Home,C0356,110.31,2023-06-11
P057,Home,C0622,29.59,2023-11-15
P093,Clothing,C0320,411.56,2023-06-07
P010,Electronics,C0229,399.65,2023-09-14
P081,Books,C0555,124.6,2023-03-31
P028,Electronics,C0801,225.41,2023-03-30
P032,Electronics,C0173,338.81,2023-04-28
P081,Toys,C0596,292.1,2023-08-12
P070,Toys,C0585,65.15,2023-03-07
P025,Clothing,C0807,71.17,2023-02-21
P028,Clothing,C0088,187.51,2023-08-21
P090,Clothing,C0879,490.4,2023-12-27
P013,Clothing,C0001,476.37,2023-02-13
P094,Toys,C0349,124.87,2023-02-22
P066,Electronics,C0410,197.56,2023-07-15
P036,Electronics,C0339,384.33,2023-05-19
P043,Home,C0365,352.99,2023-12-02
P060,Books,C0554,127.8,2023-02-24
P031,Books,C0992,26.82,2023-09-03
P035,Books,C0068,32.5,2023-07-29
P067,Electronics,C0947,152.82,2023-07-22
P053,Clothing,C0221,390.83,2023-04-23
P013,Books,C0614,337.48,2023-09-01
P094,Clothing,C0273,57.88,2023-03-22
P044,Books,C0532,63.75,2023-08-01
P015,Books,C0821,169.98,2023-01-16
P081,Home,C0638,58.79,2023-09-19
P089,Toys,C0627,130.15,2023-01-10
P032,Clothing,C0434,221.11,2023-05-13
P057,Electronics,C0043,490.32,2023-07-14
P047,Books,C0589,21.25,2023-12-27
P010,Clothing,C0877,99.72,2023-12-31
P053,Electronics,C0936,36.7,2023-04-12
P009,Electronics,C0854,216.69,2023-02-24
P043,Toys,C0610,171.82,2023-07-27
P041,Home,C0075,340.32,2023-10-14
P096,Electronics,C0624,235.72,2023-04-23
P080,Toys,C0371,328.44,2023-03-09
P032,Home,C0346,97.31,2023-05-19
P038,Books,C0737,403.68,2023-12-15
P037,Toys,C0732,325.25,2023-05-06
P099,Toys,C0929,273.91,2023-01-09
P055,Clothing,C0983,456.97,2023-04-16
P014,Clothing,C0285,307.25,2023-08-05
P098,Books,C0565,401.49,2023-10-18
P092,Toys,C0963,102.78,2023-11-12
P086,Toys,C0992,318.56,2023-12-16
P003,Electronics,C0906,233.08,2023-01-02
P070,Electronics,C0133,255.69,2023-12-29
P043,Home,C0982,461.89,2023-03-15
P024,Books,C0757,112.64,2023-06-07
P090,Books,C0831,331.19,2023-05-25
P066,Toys,C0053,496.06,2023-07-20
P075,Electronics,C0638,280.09,2023-09-14
P086,Toys,C0039,102.62,2023-02-18
P046,Clothing,C0622,357.48,2023-12-25
P015,Books,C0807,163.68,2023-09-17
P039,Electronics,C0515,273.4,2023-02-23
P003,Toys,C0584,328.61,2023-07-29
P100,Books,C0396,371.49,2023-03-22
P056,Clothing,C0542,197.42,2023-11-13
P024,Home,C0034,336.72,2023-12-29
P004,Toys,C0446,440.8,2023-12-16
P047,Toys,C0545,195.36,2023-09-12
P098,Electronics,C0311,194.98,2023-04-12
P075,Books,C0126,94.59,2023-03-15
P038,Books,C0792,416.68,2023-04-03
P074,Home,C0245,280.75,2023-07-28
P043,Clothing,C0021,341.72,2023-09-12
P085,Toys,C0173,421.84,2023-03-11
P085,Books,C0757,343.57,2023-11-13
P022,Toys,C0651,201.21,2023-11-16
P075,Clothing,C0299,41.04,2023-01-02
P001,Home,C0023,403.82,2023-12-24
P026,Books,C0966,204.95,2023-11-17
P020,Clothing,C0493,353.32,2023-05-02
P058,Home,C0847,215.45,2023-04-23
P078,Home,C0961,46.5,2023-04-01
P082,Toys,C0439,368.1,2023-10-02
P008,Clothing,C0281,457.57,2023-05-19
P014,Books,C0684,41.26,2023-07-04
P097,Electronics,C0674,404.44,2023-09-19
P029,Home,C0074,12.35,2023-07-07
P073,Home,C0907,332.82,2023-08-10
P058,Clothing,C0923,183.62,2023-04-24
P086,Electronics,C0462,339.85,2023-12-11
P055,Toys,C0120,199.12,2023-05-04
P013,Toys,C0817,182.97,2023-05-24
P034,Books,C0687,208.56,2023-05-23
P073,Books,C0463,71.1,2023-03-13
P064,Books,C0504,384.51,2023-04-26
P041,Toys,C0521,193.59,2023-09-17
P081,Electronics,C0555,61.85,2023-08-22
P083,Toys,C0358,18.8,2023-01-23
P004,Electronics,C0114,265.81,2023-01-17
P084,Electronics,C0502,357.66,2023-01-16
P080,Toys,C0586,239.28,2023-10-06
P023,Electronics,C0229,418.71,2023-03-24
P029,Books,C0869,201.1,2023-08-25
P060,Books,C0119,399.19,2023-03-06
P036,Home,C0284,46.2,2023-03-12
P025,Books,C0207,398.15,2023-08-29
P038,Toys,C0744,56.12,2023-09-21
P066,Clothing,C0003,221.06,2023-07-06
P012,Clothing,C0850,151.87,2023-07-26
P024,Toys,C0865,315.97,2023-09-24
P041,Books,C0356,495.22,2023-08-17
P038,Books,C0283,381.24,2023-11-04
P001,Electronics,C0551,477.1,2023-10-14
P064,Electronics,C0865,400.22,2023-09-07
P072,Books,C0992,296.2,2023-08-05
P091,Home,C0385,372.09,2023-04-12
P004,Electronics,C0544,469.17,2023-07-23
P051,Toys,C0197,446.89,2023-05-03
P069,Home,C0568,66.42,2023-07-06
P070,Home,C0934,124.62,2023-12-04
P056,Toys,C0396,475.53,2023-02-16
P017,Clothing,C0589,92.39,2023-09-22
P033,Books,C0214,145.43,2023-06-25
P008,Home,C0908,290.45,2023-05-06
P001,Electronics,C0537,145.85,2023-12-23
P056,Clothing,C0633,262.46,2023-04-28
P071,Electronics,C0064,382.64,2023-03-09
P093,Electronics,C0888,365.43,2023-06-01
P021,Books,C0785,288.37,2023-08-14
P096,Books,C0068,138.34,2023-06-14
P087,Home,C0139,101.64,2023-11-22
P055,Electronics,C0456,418.07,2023-12-06
P008,Toys,C0968,357.58,2023-09-10
P010,Toys,C0914,246.02,2023-09-16
P089,Toys,C0145,301.3,2023-01-03
P047,Home,C0141,433.89,2023-12-06
P052,Electronics,C0525,201.76,2023-05-01
P098,Home,C0298,234.48,2023-06-19
P100,Electronics,C0209,428.14,2023-10-20
P004,Electronics,C0347,168.29,2023-11-25
P082,Toys,C0131,437.4,2023-05-08
P082,Toys,C0646,241.39,2023-06-16
P055,Books,C0946,479.45,2023-12-06
P002,Toys,C0170,474.71,2023-10-30
P076,Toys,C0919,344.6,2023-08-17
P035,Electronics,C0662,267.79,2023-01-20
P094,Books,C0803,384.56,2023-08-13
P093,Home,C0912,351.98,2023-08-11
P043,Toys,C0943,376.11,2023-02-21
P010,Home,C0784,213.94,2023-09-05
P012,Electronics,C0682,198.65,2023-06-21
P086,Toys,C0735,414.58,2023-01-29
P100,Toys,C0570,189.83,2023-10-07
P062,Electronics,C0564,66.6,2023-03-03
P026,Home,C0899,150.39,2023-03-04
P092,Home,C0860,148.39,2023-11-17
P042,Electronics,C0844,260.08,2023-06-26
P044,Books,C0457,167.68,2023-12-03
P095,Books,C0688,391.78,2023-01-28
P086,Electronics,C0195,160.45,2023-09-06
P052,Toys,C0548,387.2,2023-11-02
P086,Clothing,C0152,105.59,2023-11-06
P082,Electronics,C0850,138.32,2023-11-15
P079,Electronics,C0535,291.7,2023-10-30
P069,Books,C0484,406.76,2023-04-14
P078,Toys,C0095,473.52,2023-06-06
P052,Home,C0115,144.59,2023-01-28
P083,Home,C0356,264.12,2023-11-05
P029,Toys,C0305,425.15,2023-11-17
P043,Toys,C0700,386.43,2023-05-20
P075,Home,C0650,50.57,2023-02-08
P043,Electronics,C0726,252.9,2023-05-05
P062,Electronics,C0404,390.23,2023-07-16
P025,Clothing,C0668,142.53,2023-01-22
P012,Home,C0532,386.57,2023-06-27
P009,Electronics,C0879,443.4,2023-04-06
P068,Clothing,C0539,232.41,2023-03-06
P091,Electronics,C0714,250.0,2023-07-14
P056,Home,C0001,158.0,2023-12-10
P097,Home,C0197,127.64,2023-04-15
P044,Home,C0124,451.85,2023-01-09
P068,Books,C0601,27.13,2023-12-18
P095,Books,C0609,379.95,2023-03-22
P031,Clothing,C0835,388.61,2023-09-29
P029,Home,C0360,358.73,2023-04-16
P034,Home,C0206,250.19,2023-02-06
P081,Home,C0874,357.22,2023-04-20
P022,Books,C0720,480.42,2023-03-07
P061,Books,C0789,145.74,2023-03-27
P030,Clothing,C0798,184.97,2023-08-20
P018,Electronics,C0948,388.92,2023-01-29
P099,Toys,C0884,262.23,2023-04-08
P043,Toys,C0230,144.22,2023-02-20
P023,Clothing,C0907,280.64,2023-12-22
P083,Home,C0540,433.16,2023-04-06
P021,Books,C0364,495.42,2023-12-10
P027,Toys,C0230,468.94,2023-04-04
P035,Electronics,C0201,64.89,2023-03-17
P074,Home,C0721,266.69,2023-09-19
P024,Clothing,C0357,122.03,2023-07-25
P038,Books,C0386,47.13,2023-03-25
P091,Toys,C0946,296.67,2023-06-10
P037,Electronics,C0019,484.56,2023-04-12
P086,Toys,C0802,130.11,2023-04-08
P100,Home,C0374,267.98,2023-11-22
P001,Electronics,C0513,429.66,2023-01-23
P033,Books,C0008,321.74,2023-02-14
P013,Home,C0953,357.38,2023-10-28
P067,Books,C0711,60.87,2023-06-14
P031,Electronics,C0265,409.27,2023-09-29
P074,Books,C0628,408.26,2023-04-16
P051,Books,C0282,113.15,2023-07-16
P052,Books,C0542,312.56,2023-11-04
P076,Home,C0969,417.9,2023-08-26
P009,Clothing,C0399,470.29,2023-06-08
P077,Toys,C0085,267.72,2023-03-15
P061,Clothing,C0220,364.91,2023-01-26
P028,Home,C0492,344.07,2023-10-10
P030,Toys,C0481,200.67,2023-12-16
P077,Toys,C0424,116.22,2023-07-13
P082,Home,C0184,26.17,2023-05-04
P096,Home,C0239,138.11,2023-07-07
P094,Toys,C0219,136.81,2023-03-11
P091,Home,C0465,326.67,2023-02-04
P001,Electronics,C0658,337.82,2023-08-11
P007,Electronics,C0742,95.79,2023-06-29
P015,Home,C0979,24.57,2023-02-11
P043,Toys,C0755,20.14,2023-02-22
P003,Electronics,C0675,95.11,2023-07-24
P021,Clothing,C0108,140.65,2023-12-14
P089,Home,C0435,463.92,2023-03-06
P067,Home,C0104,411.54,2023-02-01
P041,Books,C0239,255.88,2023-09-18
P076,Home,C0260,20.04,2023-10-06
P034,Toys,C0797,260.67,2023-02-06
P063,Home,C0044,62.45,2023-05-17
P071,Books,C0014,386.24,2023-07-10
P036,Books,C0274,126.46,2023-08-03
P080,Toys,C0181,85.33,2023-03-16
P066,Electronics,C0023,288.19,2023-06-13
P021,Toys,C0960,94.8,2023-09-29
P076,Books,C0106,299.2,2023-03-19
P098,Toys,C0382,113.73,2023-09-10
P078,Home,C0906,358.21,2023-04-06
P072,Home,C0164,137.66,2023-08-09
P033,Books,C0817,411.76,2023-09-12
P028,Home,C0520,73.94,2023-03-16
P023,Books,C0577,238.37,2023-10-14
P093,Books,C0777,40.42,2023-12-13
P092,Toys,C0851,389.51,2023-11-10
P079,Clothing,C0161,150.57,2023-12-28
P039,Electronics,C0365,279.42,2023-10-16
P077,Clothing,C0397,115.75,2023-02-14
P058,Books,C0757,355.99,2023-04-13
P024,Home,C0410,136.37,2023-11-23
P032,Books,C0401,435.29,2023-03-03
P080,Books,C0492,204.23,2023-05-19
P096,Clothing,C0965,336.52,2023-12-28
P060,Home,C0686,279.27,2023-04-02
P006,Electronics,C0407,22.52,2023-08-11
P050,Books,C0299,489.4,2023-05-09
P069,Toys,C0823,209.95,2023-06-19
P016,Home,C0923,153.08,2023-11-04
P030,Home,C0797,362.22,2023-08-11
P057,Books,C0632,237.69,2023-06-02
P035,Electronics,C0927,438.33,2023-01-08
P067,Electronics,C0552,316.52,2023-02-04
P066,Home,C0407,360.51,2023-05-13
P081,Clothing,C0456,439.56,2023-10-25
P054,Toys,C0419,442.41,2023-10-28
P007,Books,C0710,302.98,2023-02-23
P030,Books,C0445,96.4,2023-06-14
P096,Electronics,C0008,257.81,2023-11-20
P087,Books,C0569,295.86,2023-11-01
P050,Home,C0451,377.0,2023-02-03
P082,Clothing,C0502,380.01,2023-05-21
P093,Books,C0712,274.75,2023-03-21
P052,Clothing,C0292,51.57,2023-06-24
P067,Home,C0905,384.57,2023-08-14
P052,Toys,C0890,263.15,2023-06-07
P082,Clothing,C0745,95.94,2023-08-11
P080,Home,C0029,285.54,2023-04-28
P019,Electronics,C0353,234.16,2023-05-05
P012,Toys,C0854,305.74,2023-01-06
P089,Toys,C0972,122.17,2023-08-27
P023,Toys,C0228,114.51,2023-05-22
P055,Electronics,C0009,23.14,2023-08-19
P074,Books,C0607,10.59,2023-12-09
P057,Toys,C0726,58.33,2023-05-01
P044,Electronics,C0385,121.47,2023-01-31
P063,Toys,C0980,146.54,2023-03-11
P062,Books,C0682,281.31,2023-01-16
P042,Home,C0710,85.51,2023-04-17
P048,Home,C0469,271.77,2023-02-12
P093,Clothing,C0091,291.01,2023-01-09
P095,Toys,C0091,87.29,2023-07-29
P095,Home,C0670,24.99,2023-10-14
P019,Clothing,C0360,97.02,2023-06-25
P031,Toys,C0133,436.26,2023-10-18
P009,Electronics,C0256,449.92,2023-02-06
P095,Books,C0407,431.25,2023-10-29
P009,Toys,C0299,323.66,2023-07-27
P096,Electronics,C0211,63.94,2023-02-10
P073,Home,C0170,372.04,2023-04-13
P065,Toys,C0956,212.86,2023-12-30
P054,Clothing,C0308,157.87,2023-03-23
P001,Toys,C0991,260.01,2023-10-22
P027,Home,C0782,317.24,2023-04-17
P026,Clothing,C0487,66.24,2023-01-17
P074,Toys,C0225,73.18,2023-12-05
P057,Electronics,C0514,78.75,2023-11-30
P085,Clothing,C0726,17.59,2023-07-28
P078,Books,C0988,398.75,2023-02-20
P078,Books,C0042,249.56,2023-12-13
P010,Home,C0273,92.93,2023-07-19
P056,Clothing,C0407,216.3,2023-12-19
P016,Clothing,C0628,152.14,2023-05-12
P042,Toys,C0824,185.55,2023-05-27
P033,Toys,C0614,150.48,2023-10-03
P014,Clothing,C0811,51.55,2023-11-26
P041,Home,C0827,203.54,2023-10-04
P045,Electronics,C0482,140.09,2023-03-07
P071,Home,C0194,195.05,2023-02-04
P025,Electronics,C0444,336.3,2023-12-05
P061,Books,C0720,91.33,2023-03-03
P062,Clothing,C0366,312.12,2023-07-25
P072,Clothing,C0955,300.61,2023-07-22
P058,Electronics,C0620,30.94,2023-03-14
P027,Electronics,C0515,288.33,2023-07-26
P008,Home,C0120,119.66,2023-02-27
P026,Clothing,C0224,239.98,2023-07-07
P024,Clothing,C0197,62.75,2023-01-02
P068,Home,C0356,11.18,2023-04-15
P064,Books,C0559,141.12,2023-04-11
P065,Home,C0368,420.41,2023-04-23
P058,Electronics,C0284,416.92,2023-06-01
P038,Books,C0221,210.54,2023-08-03
P050,Clothing,C0914,405.16,2023-10-16
P025,Electronics,C0792,349.4,2023-05-03
P017,Clothing,C0991,82.58,2023-12-15
P027,Electronics,C0798,404.58,2023-05-25
P093,Electronics,C0892,268.42,2023-01-01
P057,Clothing,C0638,447.79,2023-11-18
P092,Home,C0814,163.98,2023-05-04
P015,Home,C0667,230.13,2023-12-16
P035,Home,C0068,316.87,2023-03-20
P056,Toys,C0692,225.65,2023-10-28
P092,Toys,C0025,241.15,2023-12-12
P051,Books,C0335,36.24,2023-05-13
P053,Clothing,C0662,230.53,2023-12-09
P037,Toys,C0191,211.41,2023-01-29
P091,Toys,C0066,389.75,2023-10-05
P014,Clothing,C0496,330.58,2023-03-01
P048,Electronics,C0701,475.97,2023-02-07
P061,Electronics,C0596,12.49,2023-09-19
P085,Home,C0573,115.73,2023-09-22
P092,Electronics,C0077,305.36,2023-04-02
P063,Home,C0168,30.11,2023-10-20
P025,Home,C0630,392.85,2023-03-25
P050,Books,C0404,349.67,2023-04-01
P058,Clothing,C0154,344.42,2023-01-20
P077,Home,C0213,214.8,2023-09-20
P008,Clothing,C0209,206.14,2023-04-19
P059,Clothing,C0709,376.63,2023-05-31
P042,Electronics,C0708,349.34,2023-12-04
P007,Home,C0221,143.37,2023-11-02
P089,Electronics,C0649,355.15,2023-07-17
P024,Books,C0191,146.73,2023-09-19
P036,Clothing,C0904,185.19,2023-02-24
P031,Clothing,C0095,448.31,2023-03-23
P043,Clothing,C0247,165.04,2023-08-29
P038,Clothing,C0567,248.67,2023-07-09
P059,Home,C0440,367.64,2023-05-08
P055,Clothing,C0429,177.95,2023-06-11
P089,Clothing,C0128,34.58,2023-04-08
P001,Books,C0470,144.1,2023-07-12
P064,Home,C0305,24.06,2023-04-22
P084,Toys,C0409,302.42,2023-08-12
P008,Books,C0250,212.41,2023-07-19
P003,Clothing,C0724,226.73,2023-08-16
P085,Clothing,C0256,258.35,2023-06-04
P092,Clothing,C0142,400.32,2023-05-17
P044,Toys,C0751,349.35,2023-11-24
P082,Electronics,C0890,356.93,2023-03-16
P049,Electronics,C0576,55.29,2023-07-09
P088,Electronics,C0868,327.98,2023-06-06
P036,Clothing,C0840,345.34,2023-10-21
P074,Toys,C0456,176.94,2023-07-19
P059,Home,C0961,372.55,2023-07-04
P087,Home,C0450,296.56,2023-12-24
P094,Books,C0823,169.11,2023-06-24
P040,Toys,C0048,404.58,2023-08-03
P042,Electronics,C0791,139.61,2023-03-06
P047,Toys,C0972,472.55,2023-11-21
P077,Electronics,C0563,129.01,2023-09-03
P003,Books,C0753,203.02,2023-02-19
P076,Electronics,C0181,311.21,2023-09-30
P059,Toys,C0006,364.97,2023-09-14
P073,Electronics,C0970,446.8,2023-06-05
P044,Toys,C0060,321.01,2023-06-20
P028,Toys,C0986,263.91,2023-12-06
P021,Clothing,C0216,112.09,2023-09-14
P053,Home,C0174,265.75,2023-03-13
P098,Books,C0741,186.03,2023-10-09
P044,Electronics,C0205,411.69,2023-05-09
P047,Toys,C0919,455.69,2023-02-15
P061,Electronics,C0070,152.44,2023-01-18
P068,Electronics,C0301,161.82,2023-04-21
P017,Electronics,C0271,364.85,2023-12-19
P087,Clothing,C0093,204.01,2023-08-24
P074,Home,C0544,377.16,2023-02-26
P078,Electronics,C0498,80.98,2023-08-31
P077,Toys,C0224,69.17,2023-11-20
P024,Home,C0667,368.6,2023-08-29
P051,Home,C0593,392.72,2023-08-22
P070,Books,C0768,42.0,2023-11-18
P016,Toys,C0724,219.77,2023-11-15
P072,Home,C0679,139.69,2023-01-27
P016,Home,C0478,335.79,2023-08-30
P031,Clothing,C0638,122.44,2023-09-08
P094,Books,C0686,207.25,2023-05-30
P091,Home,C0868,438.26,2023-06-08
P037,Books,C0761,361.55,2023-08-14
P062,Electronics,C0700,162.16,2023-11-01
P072,Home,C0129,205.58,2023-07-01
P017,Electronics,C0085,482.39,2023-01-07
P014,Electronics,C0543,185.92,2023-02-28
P030,Toys,C0025,341.79,2023-06-13
P026,Toys,C0532,306.33,2023-05-15
P071,Electronics,C0593,73.19,2023-08-10
P075,Books,C0695,140.83,2023-12-26
P078,Clothing,C0880,349.11,2023-03-19
P007,Toys,C0747,196.32,2023-04-10
P022,Toys,C0788,291.73,2023-06-21
P030,Home,C0997,229.28,2023-05-26
P006,Clothing,C0065,459.41,2023-01-16
P047,Clothing,C0030,488.31,2023-02-02
P027,Home,C0782,108.32,2023-10-30
P019,Toys,C0621,298.65,2023-02-25
P002,Books,C0621,214.09,2023-05-24
P031,Toys,C0850,20.23,2023-06-25
P039,Electronics,C0155,260.7,2023-07-10
P047,Home,C0027,493.28,2023-01-25
P039,Books,C0807,121.22,2023-06-16
P061,Toys,C0569,53.67,2023-08-12
P025,Toys,C0432,209.14,2023-05-31
P037,Electronics,C0653,238.41,2023-10-23
P070,Home,C0268,91.44,2023-05-07
P022,Books,C0378,475.17,2023-10-09
P059,Books,C0949,110.78,2023-10-28
P006,Electronics,C0885,50.24,2023-06-23
P071,Toys,C0342,330.84,2023-02-26
P063,Clothing,C0884,131.74,2023-01-30
P057,Home,C0654,330.33,2023-02-25
P070,Clothing,C0784,250.02,2023-07-12
P084,Home,C0068,26.45,2023-06-04
P006,Toys,C0828,436.51,2023-09-02
P001,Books,C0086,223.87,2023-01-17
P077,Home,C0394,476.3,2023-09-16
P041,Home,C0062,137.77,2023-04-16
P002,Toys,C0562,47.58,2023-06-19
P078,Clothing,C0957,229.24,2023-07-27
P087,Home,C0948,246.51,2023-07-30
P041,Clothing,C0897,314.47,2023-12-01
P067,Books,C0378,307.39,2023-06-28
P094,Clothing,C0821,77.55,2023-06-03
P078,Books,C0005,349.79,2023-09-28
P031,Books,C0029,484.72,2023-01-11
P031,Toys,C0166,391.2,2023-03-22
P031,Home,C0887,327.4,2023-01-30
P003,Electronics,C0354,318.46,2023-09-06
P014,Toys,C0992,408.03,2023-01-07
P052,Books,C0522,67.77,2023-11-16
P010,Clothing,C0874,142.71,2023-02-01
P049,Home,C0419,85.08,2023-11-25
P013,Home,C0759,183.78,2023-01-10
P077,Clothing,C0283,66.71,2023-02-17
P078,Electronics,C0395,421.84,2023-04-21
P050,Books,C0475,306.09,2023-07-30
P010,Electronics,C0943,333.05,2023-02-23
P080,Electronics,C0007,355.59,2023-11-22
P098,Toys,C0254,244.15,2023-04-04
P086,Clothing,C0953,355.61,2023-10-29
P061,Home,C0500,383.73,2023-06-09
P001,Books,C0366,167.08,2023-07-13
P072,Home,C0451,218.78,2023-12-13
P009,Books,C0451,97.64,2023-04-17
P082,Electronics,C0734,122.1,2023-12-28
P075,Books,C0201,414.57,2023-01-15
P049,Books,C0440,215.18,2023-05-24
P051,Electronics,C0783,187.94,2023-07-13
P034,Clothing,C0454,233.08,2023-06-19
P081,Clothing,C0666,440.62,2023-03-01
P030,Toys,C0136,464.57,2023-01-02
P047,Home,C0248,365.12,2023-04-04
P054,Electronics,C0111,243.45,2023-04-04
P073,Toys,C0635,394.45,2023-11-04
P046,Toys,C0070,300.82,2023-10-28
P009,Home,C0364,325.7,2023-05-12
P100,Electronics,C0696,132.38,2023-12-03
P076,Electronics,C0056,262.54,2023-05-14
P046,Toys,C0262,212.59,2023-06-30
P042,Clothing,C0881,49.32,2023-03-07
P002,Clothing,C0694,83.0,2023-01-17
P011,Clothing,C0434,377.29,2023-03-14
P090,Toys,C0172,460.72,2023-05-26
P025,Clothing,C0771,42.21,2023-04-12
P069,Electronics,C0003,408.82,2023-06-16
P006,Toys,C0140,13.14,2023-03-05
P074,Books,C0414,10.34,2023-09-25
P078,Electronics,C0193,285.62,2023-05-23
P079,Home,C0144,88.3,2023-04-30
P085,Home,C0487,51.37,2023-10-05
P001,Home,C0427,419.11,2023-01-15
P097,Clothing,C0254,73.86,2023-09-17
P081,Toys,C0217,429.12,2023-04-21
P041,Home,C0547,87.55,2023-04-16
P074,Electronics,C0290,138.99,2023-09-30
P052,Toys,C0339,465.9,2023-03-08
P032,Electronics,C0527,40.34,2023-12-06
P028,Toys,C0684,280.15,2023-02-12
P095,Clothing,C0776,271.5,2023-04-04
P085,Electronics,C0887,89.9,2023-11-13
P065,Electronics,C0792,167.48,2023-02-13
P013,Books,C0133,167.97,2023-05-04
P040,Toys,C0277,301.85,2023-07-25
P019,Home,C0306,360.41,2023-10-21
P011,Books,C0196,122.31,2023-03-04
P058,Toys,C0361,264.1,2023-09-19
P062,Electronics,C0931,388.13,2023-02-09
P048,Clothing,C0863,324.02,2023-07-24
P064,Toys,C0137,58.07,2023-04-20
P014,Electronics,C0430,446.34,2023-11-10
P021,Electronics,C0033,201.52,2023-08-01
P099,Books,C0317,79.91,2023-03-23
P055,Clothing,C0919,315.25,2023-11-14
P100,Clothing,C0055,93.3,2023-01-12
P047,Toys,C0816,379.8,2023-03-03
P091,Home,C0504,178.89,2023-12-22
P006,Clothing,C0658,282.27,2023-10-13
P071,Home,C0386,128.49,2023-01-27
P004,Home,C0300,301.69,2023-01-18
P092,Electronics,C0476,384.56,2023-06-19
P092,Electronics,C0744,471.32,2023-05-18
P037,Toys,C0895,471.77,2023-10-01
P068,Electronics,C0157,157.96,2023-11-09
P081,Electronics,C0786,25.66,2023-06-16
P053,Toys,C0980,311.24,2023-12-05
P033,Books,C0606,173.96,2023-08-29
P027,Home,C0839,82.69,2023-12-04
P081,Home,C0565,84.36,2023-02-26
P023,Books,C0090,319.4,2023-12-14
P070,Books,C0035,288.91,2023-05-10
P087,Books,C0214,147.97,2023-10-28
P005,Electronics,C0500,188.58,2023-04-17
P061,Toys,C0441,439.43,2023-09-25
P082,Home,C0220,242.64,2023-04-14
P074,Home,C0972,368.01,2023-06-06
P005,Home,C0980,199.04,2023-03-28
P025,Clothing,C0162,359.76,2023-05-12
P008,Home,C0242,482.34,2023-09-25
P017,Toys,C1000,332.06,2023-01-22
P097,Electronics,C0406,416.05,2023-04-15
P002,Clothing,C0598,349.94,2023-04-22
P017,Toys,C0728,471.63,2023-11-30
P006,Clothing,C0857,188.55,2023-08-19
P094,Books,C0372,330.12,2023-09-04
P089,Toys,C0366,324.45,2023-05-23
P073,Books,C0553,39.85,2023-05-25
P095,Home,C0011,495.54,2023-08-03
P084,Books,C0952,101.48,2023-12-10
P024,Toys,C0675,168.52,2023-05-13
P050,Electronics,C0568,497.22,2023-06-20
P070,Toys,C0332,216.71,2023-04-02
P013,Electronics,C0392,410.26,2023-02-22
P040,Clothing,C0183,430.65,2023-10-13
P046,Home,C0235,51.02,2023-11-10
P070,Electronics,C0009,67.8,2023-10-28
P100,Toys,C0079,437.45,2023-08-11
P031,Books,C0315,101.92,2023-02-04
P064,Books,C0457,379.39,2023-12-20
P042,Books,C0980,69.78,2023-03-27
P021,Clothing,C0034,439.79,2023-07-23
P049,Clothing,C0836,144.05,2023-08-21
P010,Clothing,C0262,188.61,2023-05-08
P029,Home,C0817,413.76,2023-02-06
P036,Clothing,C0719,12.26,2023-12-16
P018,Toys,C0353,317.83,2023-06-10
P099,Books,C0907,12.05,2023-12-26
P064,Clothing,C0629,155.57,2023-09-20
P046,Clothing,C0960,137.42,2023-12-08
P091,Toys,C0058,81.59,2023-03-21
P064,Clothing,C0273,190.78,2023-12-14
P074,Electronics,C0875,276.7,2023-04-14
P040,Home,C0933,179.27,2023-04-19
P047,Clothing,C0389,214.57,2023-01-02
P064,Clothing,C0444,462.67,2023-02-13
P075,Home,C0830,106.12,2023-07-30
P064,Books,C0721,288.32,2023-11-14
P059,Home,C0980,140.98,2023-12-20
P062,Home,C0400,210.71,2023-05-02
P006,Electronics,C0892,303.58,2023-02-13
P040,Books,C0459,108.23,2023-02-27
P034,Clothing,C0938,145.5,2023-01-08
P074,Clothing,C0627,295.81,2023-03-04
P080,Toys,C0610,254.73,2023-05-13
P012,Electronics,C0972,37.06,2023-02-27
P001,Clothing,C0310,391.98,2023-06-18
P083,Home,C0850,385.55,2023-09-20
P032,Electronics,C0538,27.08,2023-02-14
P098,Electronics,C0933,184.84,2023-04-15
P091,Electronics,C0563,170.99,2023-10-13
P013,Home,C0305,482.66,2023-01-11
P096,Books,C0816,156.11,2023-04-21
P030,Toys,C0289,499.32,2023-10-13
P042,Home,C0158,341.27,2023-02-27
P048,Clothing,C0030,177.67,2023-01-27
P017,Toys,C0020,351.25,2023-01-17
P031,Books,C0789,242.48,2023-10-14
P035,Electronics,C0664,138.7,2023-05-16
P046,Home,C0580,166.45,2023-05-07
P069,Home,C0116,250.91,2023-12-03
P021,Electronics,C0197,71.74,2023-05-15
P054,Electronics,C0903,227.78,2023-02-11
P026,Home,C0476,158.0,2023-06-03
P079,Electronics,C0028,494.77,2023-06-14
P068,Clothing,C0496,492.26,2023-09-03
P084,Electronics,C0403,298.85,2023-07-02
P037,Toys,C0605,382.03,2023-09-27
P056,Electronics,C0566,135.96,2023-11-08
P099,Toys,C0078,169.66,2023-11-28
