transaction_id,transaction_date,country,customer_id,account_id,amount,currency,transaction_type,channel,status
335,2024-01-01,US,401,461,2453.53,USD,TRANSFER,MOBILE,PENDING
336,2024-01-06,PT,338,389,429.38,GBP,CREDIT,ONLINE,REVERSED
337,2024-01-03,DE,137,157,1900.62,GBP,DEBIT,MOBILE,PENDING
338,2024-01-12,DE,46,5,4714.86,USD,CREDIT,BRANCH,POSTED
339,2024-01-05,DE,95,441,2244.77,GBP,TRANSFER,MOBILE,POSTED
340,2024-01-01,DE,181,567,466.23,GBP,CREDIT,MOBILE,POSTED
341,2024-01-10,MA,198,797,424.41,GBP,DEBIT,ONLINE,REVERSED
342,2024-01-13,ES,71,275,1506.36,USD,DEBIT,ATM,POSTED
343,2024-01-14,US,215,306,2421.67,EUR,CREDIT,BRANCH,POSTED
344,2024-01-24,NL,304,631,978.55,EUR,DEBIT,BRANCH,POSTED
345,2024-01-13,UK,430,635,1900.07,USD,CREDIT,BRANCH,PENDING
346,2024-01-27,PT,69,307,1604.01,GBP,DEBIT,MOBILE,PENDING
347,2024-01-06,MA,495,326,1457.95,GBP,TRANSFER,MOBILE,REVERSED
348,2024-01-26,IT,166,385,1402.22,USD,CREDIT,ATM,REVERSED
349,2024-01-07,PT,279,184,3408.88,GBP,DEBIT,MOBILE,REVERSED
350,2024-01-07,NL,408,298,4156.58,EUR,CREDIT,MOBILE,POSTED
351,2024-01-21,US,123,258,3293.66,GBP,CREDIT,MOBILE,POSTED
352,2024-01-15,PT,245,596,2004.62,GBP,TRANSFER,MOBILE,REVERSED
353,2024-01-02,UK,359,549,2969.51,EUR,DEBIT,ONLINE,REVERSED
354,2024-01-22,UK,85,662,3063.78,GBP,TRANSFER,MOBILE,PENDING
355,2024-01-26,MA,54,10,493.93,EUR,TRANSFER,ONLINE,PENDING
356,2024-01-12,MA,237,790,3398.1,GBP,TRANSFER,ONLINE,PENDING
357,2024-01-01,NL,53,302,2080.46,EUR,DEBIT,ONLINE,PENDING
358,2024-01-10,UK,233,211,2606.05,USD,CREDIT,ATM,PENDING
359,2024-01-24,NL,163,68,1502.02,GBP,DEBIT,ATM,PENDING
360,2024-01-21,DE,346,168,4649.68,GBP,DEBIT,ONLINE,REVERSED
361,2024-01-06,UK,286,436,4792.35,EUR,CREDIT,ONLINE,POSTED
362,2024-01-21,MA,202,29,3687.2,EUR,CREDIT,MOBILE,PENDING
363,2024-01-01,IT,105,285,3761.88,EUR,TRANSFER,ATM,REVERSED
364,2024-01-06,UK,166,201,2288.29,USD,TRANSFER,MOBILE,REVERSED
365,2024-01-21,UK,305,397,3056.93,GBP,DEBIT,BRANCH,PENDING
366,2024-01-28,NL,316,176,4068.88,GBP,CREDIT,ATM,REVERSED
367,2024-01-05,UK,60,244,1527.59,EUR,CREDIT,ONLINE,REVERSED
368,2024-01-13,MA,305,141,2874.46,USD,DEBIT,MOBILE,REVERSED
369,2024-01-18,ES,284,170,2448.72,EUR,DEBIT,BRANCH,PENDING
370,2024-01-20,FR,443,367,4759.26,USD,DEBIT,ONLINE,PENDING
371,2024-01-18,BE,334,506,2046.26,USD,CREDIT,MOBILE,PENDING
372,2024-01-06,DE,289,31,3979.61,EUR,CREDIT,ATM,PENDING
373,2024-01-08,BE,147,172,3903.92,GBP,TRANSFER,MOBILE,REVERSED
374,2024-01-17,DE,293,116,1340.18,GBP,CREDIT,ATM,REVERSED
375,2024-01-15,BE,111,435,512.98,GBP,DEBIT,BRANCH,POSTED
376,2024-01-15,US,178,89,2195.91,EUR,DEBIT,ONLINE,REVERSED
377,2024-01-19,UK,440,727,3051.7,USD,DEBIT,ONLINE,POSTED
378,2024-01-27,IT,412,60,2850.8,GBP,CREDIT,ONLINE,PENDING
379,2024-01-23,US,148,586,1337.45,GBP,TRANSFER,ATM,POSTED
380,2024-01-25,MA,470,60,4962.44,GBP,DEBIT,ONLINE,POSTED
381,2024-01-05,UK,424,253,3807.61,GBP,CREDIT,MOBILE,POSTED
382,2024-01-19,US,321,424,1876.49,EUR,TRANSFER,ATM,PENDING
383,2024-01-17,US,355,377,2274.02,USD,CREDIT,ATM,REVERSED
384,2024-01-03,NL,325,680,3486.75,EUR,TRANSFER,MOBILE,POSTED
385,2024-01-14,IT,253,274,1615.0,USD,CREDIT,ONLINE,REVERSED
386,2024-01-28,NL,403,351,4470.88,EUR,DEBIT,ATM,REVERSED
387,2024-01-26,NL,8,127,4647.23,EUR,CREDIT,MOBILE,POSTED
388,2024-01-14,IT,352,135,4410.86,USD,DEBIT,BRANCH,POSTED
389,2024-01-21,UK,128,84,1859.85,GBP,DEBIT,ATM,PENDING
390,2024-01-21,US,371,716,3776.41,USD,TRANSFER,ATM,REVERSED
391,2024-01-04,FR,109,488,390.62,GBP,DEBIT,MOBILE,POSTED
392,2024-01-01,UK,418,123,4940.79,USD,TRANSFER,ONLINE,PENDING
393,2024-01-03,IT,196,91,3654.09,EUR,DEBIT,BRANCH,PENDING
394,2024-01-29,US,70,391,3867.53,EUR,TRANSFER,ONLINE,POSTED
395,2024-01-17,PT,4,624,3250.45,USD,CREDIT,ONLINE,REVERSED
396,2024-01-24,ES,470,421,3080.76,USD,DEBIT,ATM,POSTED
397,2024-01-05,DE,301,747,1920.78,USD,CREDIT,ONLINE,POSTED
398,2024-01-09,DE,127,566,3005.39,GBP,TRANSFER,BRANCH,REVERSED
399,2024-01-01,US,105,530,3035.03,EUR,TRANSFER,MOBILE,PENDING
400,2024-01-21,FR,401,245,2474.94,EUR,DEBIT,MOBILE,REVERSED
401,2024-01-20,DE,270,12,4934.43,USD,DEBIT,MOBILE,REVERSED
402,2024-01-14,UK,279,699,864.68,USD,DEBIT,ATM,REVERSED
403,2024-01-03,FR,134,220,200.09,EUR,CREDIT,BRANCH,REVERSED
404,2024-01-23,BE,392,425,2118.45,USD,DEBIT,ONLINE,PENDING
405,2024-01-03,US,40,523,4604.7,EUR,TRANSFER,BRANCH,PENDING
406,2024-01-19,DE,158,715,2187.99,EUR,DEBIT,ONLINE,POSTED
407,2024-01-30,MA,59,464,3061.87,EUR,CREDIT,ONLINE,POSTED
408,2024-01-01,ES,359,11,820.0,USD,TRANSFER,BRANCH,POSTED
409,2024-01-12,ES,383,799,4367.43,GBP,DEBIT,ATM,PENDING
410,2024-01-26,MA,139,536,320.3,GBP,TRANSFER,ATM,PENDING
411,2024-01-15,BE,184,56,2498.55,GBP,DEBIT,BRANCH,POSTED
412,2024-01-09,DE,457,587,3370.93,EUR,DEBIT,ATM,POSTED
413,2024-01-28,FR,125,47,2359.35,USD,DEBIT,ONLINE,POSTED
414,2024-01-18,MA,114,329,1242.07,GBP,CREDIT,BRANCH,POSTED
415,2024-01-19,UK,61,514,3366.96,EUR,DEBIT,ONLINE,REVERSED
416,2024-01-02,MA,35,476,4330.3,USD,CREDIT,ATM,REVERSED
417,2024-01-15,FR,188,205,1458.68,USD,TRANSFER,ONLINE,PENDING
418,2024-01-12,PT,497,505,4988.94,EUR,TRANSFER,ONLINE,POSTED
419,2024-01-01,MA,12,238,2708.18,GBP,TRANSFER,ATM,PENDING
420,2024-01-01,MA,434,755,3636.35,EUR,DEBIT,ONLINE,PENDING
421,2024-01-16,FR,497,145,3558.55,EUR,DEBIT,ONLINE,REVERSED
422,2024-01-14,UK,234,765,425.43,EUR,TRANSFER,ONLINE,REVERSED
423,2024-01-27,MA,38,606,2839.54,USD,TRANSFER,ONLINE,POSTED
424,2024-01-10,US,435,322,4630.28,USD,TRANSFER,BRANCH,PENDING
425,2024-01-15,US,119,76,4717.83,EUR,TRANSFER,ATM,POSTED
426,2024-01-04,ES,230,477,1570.85,EUR,TRANSFER,BRANCH,POSTED
427,2024-01-15,US,237,271,4262.56,EUR,DEBIT,BRANCH,REVERSED
428,2024-01-23,PT,20,220,4179.79,USD,DEBIT,ATM,REVERSED
429,2024-01-08,UK,202,525,245.7,USD,CREDIT,ONLINE,POSTED
430,2024-01-13,NL,284,766,2751.05,EUR,CREDIT,ATM,POSTED
431,2024-01-04,FR,31,799,4912.85,EUR,DEBIT,MOBILE,PENDING
432,2024-01-22,DE,298,600,1294.84,EUR,DEBIT,ATM,POSTED
433,2024-01-29,NL,414,131,460.8,USD,DEBIT,ATM,PENDING
434,2024-01-02,ES,473,587,2166.35,GBP,CREDIT,MOBILE,POSTED
435,2024-01-13,MA,88,362,1074.37,EUR,CREDIT,BRANCH,PENDING
436,2024-01-29,ES,17,628,3096.26,EUR,TRANSFER,BRANCH,PENDING
437,2024-01-14,BE,245,62,439.52,USD,DEBIT,MOBILE,POSTED
438,2024-01-21,BE,127,645,4970.44,GBP,DEBIT,MOBILE,REVERSED
439,2024-01-12,NL,278,496,1720.83,GBP,TRANSFER,BRANCH,PENDING
440,2024-01-09,ES,13,326,2985.98,EUR,CREDIT,ATM,PENDING
441,2024-01-17,UK,392,598,4998.03,EUR,DEBIT,ONLINE,REVERSED
442,2024-01-08,US,273,754,280.49,EUR,TRANSFER,MOBILE,PENDING
443,2024-01-30,ES,90,242,2963.01,GBP,TRANSFER,BRANCH,REVERSED
444,2024-01-01,UK,485,581,2818.47,GBP,DEBIT,MOBILE,REVERSED
445,2024-01-10,ES,251,38,452.2,EUR,TRANSFER,ONLINE,POSTED
446,2024-01-17,NL,0,339,4589.56,EUR,DEBIT,BRANCH,REVERSED
447,2024-01-06,UK,30,22,739.41,GBP,DEBIT,ATM,REVERSED
448,2024-01-28,UK,491,74,1868.58,GBP,CREDIT,ATM,PENDING
449,2024-01-10,UK,69,161,3662.03,USD,TRANSFER,MOBILE,REVERSED
450,2024-01-11,ES,362,575,3468.11,GBP,CREDIT,ONLINE,REVERSED
451,2024-01-19,ES,193,314,3670.24,USD,DEBIT,ONLINE,REVERSED
452,2024-01-01,PT,200,789,4825.95,EUR,DEBIT,BRANCH,REVERSED
453,2024-01-08,PT,53,508,704.08,GBP,DEBIT,ONLINE,PENDING
454,2024-01-11,ES,325,90,4108.49,GBP,TRANSFER,BRANCH,PENDING
455,2024-01-01,US,107,255,3466.19,USD,CREDIT,ATM,REVERSED
456,2024-01-01,FR,197,448,3663.19,EUR,CREDIT,MOBILE,PENDING
457,2024-01-12,BE,192,103,4144.21,GBP,TRANSFER,ONLINE,POSTED
458,2024-01-15,DE,409,34,1475.25,USD,CREDIT,ATM,POSTED
459,2024-01-11,ES,454,384,805.36,EUR,TRANSFER,ATM,PENDING
460,2024-01-20,PT,457,494,3522.82,USD,TRANSFER,ONLINE,REVERSED
461,2024-01-29,MA,80,54,507.19,EUR,DEBIT,MOBILE,REVERSED
462,2024-01-18,BE,135,676,1408.33,EUR,DEBIT,ATM,PENDING
463,2024-01-19,BE,430,502,768.8,USD,DEBIT,MOBILE,POSTED
464,2024-01-10,PT,245,204,485.84,EUR,DEBIT,BRANCH,POSTED
465,2024-01-16,DE,157,407,2355.25,GBP,CREDIT,ATM,REVERSED
466,2024-01-18,MA,94,379,4427.58,USD,DEBIT,MOBILE,POSTED
467,2024-01-09,NL,238,269,1131.99,USD,TRANSFER,ATM,POSTED
468,2024-01-25,DE,43,684,1719.61,GBP,CREDIT,ONLINE,REVERSED
469,2024-01-02,MA,419,535,2093.74,GBP,TRANSFER,MOBILE,REVERSED
470,2024-01-29,IT,243,306,395.7,GBP,DEBIT,ONLINE,POSTED
471,2024-01-25,NL,88,171,4860.85,EUR,DEBIT,ATM,PENDING
472,2024-01-03,MA,103,642,740.24,GBP,CREDIT,BRANCH,REVERSED
473,2024-01-30,DE,44,397,2782.26,GBP,CREDIT,BRANCH,REVERSED
474,2024-01-15,FR,402,717,3115.67,GBP,CREDIT,ATM,PENDING
475,2024-01-05,ES,290,602,2913.8,EUR,DEBIT,ATM,PENDING
476,2024-01-28,BE,450,352,4389.59,USD,CREDIT,MOBILE,REVERSED
477,2024-01-20,NL,19,176,1377.8,EUR,TRANSFER,MOBILE,POSTED
478,2024-01-13,UK,353,243,247.41,USD,CREDIT,BRANCH,POSTED
479,2024-01-11,US,159,287,4214.39,GBP,TRANSFER,ATM,POSTED
480,2024-01-05,US,498,761,2216.11,USD,CREDIT,MOBILE,REVERSED
481,2024-01-21,DE,96,452,1057.74,USD,TRANSFER,MOBILE,REVERSED
482,2024-01-28,UK,420,57,2576.83,EUR,DEBIT,BRANCH,REVERSED
483,2024-01-17,MA,69,799,4256.63,GBP,DEBIT,ONLINE,POSTED
484,2024-01-29,IT,428,59,1248.2,USD,DEBIT,BRANCH,REVERSED
485,2024-01-07,US,188,475,2526.13,GBP,DEBIT,ATM,POSTED
486,2024-01-12,NL,304,456,888.74,USD,TRANSFER,BRANCH,PENDING
487,2024-01-06,US,383,705,452.87,EUR,CREDIT,ATM,POSTED
488,2024-01-28,PT,399,219,4285.7,GBP,DEBIT,ONLINE,PENDING
489,2024-01-21,MA,262,20,4323.29,GBP,DEBIT,MOBILE,POSTED
490,2024-01-21,ES,307,8,1119.63,GBP,CREDIT,BRANCH,PENDING
491,2024-01-29,MA,436,357,2295.53,EUR,CREDIT,BRANCH,REVERSED
492,2024-01-17,PT,203,598,512.46,GBP,TRANSFER,BRANCH,REVERSED
493,2024-01-21,PT,311,289,1493.08,EUR,CREDIT,ATM,PENDING
494,2024-01-09,UK,441,283,1306.47,GBP,TRANSFER,BRANCH,POSTED
495,2024-01-05,BE,391,246,4498.54,GBP,CREDIT,BRANCH,REVERSED
496,2024-01-05,FR,335,509,4987.35,USD,CREDIT,MOBILE,PENDING
497,2024-01-24,FR,298,725,4973.77,EUR,CREDIT,ONLINE,REVERSED
498,2024-01-18,NL,464,687,1793.13,USD,DEBIT,ONLINE,PENDING
499,2024-01-04,NL,65,758,1294.0,GBP,DEBIT,BRANCH,REVERSED
500,2024-01-03,IT,181,228,3721.31,USD,CREDIT,BRANCH,PENDING
501,2024-01-09,PT,150,474,4256.22,USD,DEBIT,ATM,PENDING
502,2024-01-29,IT,256,122,4337.62,USD,TRANSFER,BRANCH,PENDING
503,2024-01-02,ES,70,205,1714.01,GBP,CREDIT,ONLINE,PENDING
504,2024-01-28,ES,398,82,2438.42,GBP,DEBIT,BRANCH,REVERSED
505,2024-01-02,FR,231,280,1047.7,EUR,TRANSFER,ONLINE,PENDING
506,2024-01-26,DE,66,629,2169.12,USD,CREDIT,MOBILE,PENDING
507,2024-01-13,FR,19,546,997.87,USD,DEBIT,BRANCH,REVERSED
508,2024-01-07,FR,346,4,3133.81,EUR,DEBIT,BRANCH,PENDING
509,2024-01-05,DE,196,515,2943.76,EUR,DEBIT,ATM,PENDING
510,2024-01-10,NL,372,532,2982.25,USD,CREDIT,ONLINE,PENDING
511,2024-01-29,NL,183,768,942.94,USD,DEBIT,ONLINE,POSTED
512,2024-01-24,ES,108,751,110.54,GBP,DEBIT,ATM,PENDING
513,2024-01-23,FR,192,655,1279.69,GBP,TRANSFER,ATM,REVERSED
514,2024-01-02,DE,334,20,242.13,EUR,CREDIT,MOBILE,PENDING
515,2024-01-04,BE,129,485,3509.64,EUR,TRANSFER,ATM,PENDING
516,2024-01-14,DE,339,532,1350.62,GBP,TRANSFER,ONLINE,PENDING
517,2024-01-27,DE,261,736,3088.87,USD,DEBIT,ATM,PENDING
518,2024-01-07,PT,102,796,1315.71,GBP,DEBIT,BRANCH,REVERSED
519,2024-01-14,US,82,40,2741.15,EUR,TRANSFER,MOBILE,PENDING
520,2024-01-08,FR,6,687,445.93,EUR,TRANSFER,MOBILE,POSTED
521,2024-01-03,BE,38,740,3618.16,USD,TRANSFER,ONLINE,PENDING
522,2024-01-10,US,237,51,499.94,EUR,DEBIT,BRANCH,PENDING
523,2024-01-26,UK,218,756,580.39,EUR,DEBIT,ONLINE,REVERSED
524,2024-01-21,ES,168,366,4472.74,GBP,CREDIT,ATM,PENDING
525,2024-01-27,UK,93,116,2004.49,USD,CREDIT,MOBILE,REVERSED
526,2024-01-28,NL,409,431,3244.58,EUR,DEBIT,ONLINE,REVERSED
527,2024-01-24,FR,482,163,519.46,GBP,CREDIT,MOBILE,POSTED
528,2024-01-20,MA,398,367,3057.18,GBP,TRANSFER,ONLINE,PENDING
529,2024-01-30,NL,57,421,2204.0,EUR,CREDIT,BRANCH,POSTED
530,2024-01-23,BE,392,761,2883.67,GBP,DEBIT,BRANCH,REVERSED
531,2024-01-17,PT,48,443,3308.9,EUR,CREDIT,BRANCH,REVERSED
532,2024-01-22,MA,76,571,4460.42,GBP,DEBIT,ATM,REVERSED
533,2024-01-30,ES,258,480,4259.5,EUR,DEBIT,MOBILE,PENDING
534,2024-01-08,UK,496,284,252.7,EUR,TRANSFER,MOBILE,PENDING
535,2024-01-27,IT,40,470,2221.5,GBP,CREDIT,ATM,PENDING
536,2024-01-15,UK,60,509,3726.45,EUR,DEBIT,MOBILE,PENDING
537,2024-01-02,BE,281,0,4129.72,GBP,TRANSFER,BRANCH,REVERSED
538,2024-01-18,IT,335,687,2281.58,USD,CREDIT,ATM,POSTED
539,2024-01-28,NL,169,573,3837.31,GBP,CREDIT,BRANCH,REVERSED
540,2024-01-15,DE,49,777,3294.89,EUR,CREDIT,BRANCH,REVERSED
541,2024-01-26,US,280,534,1870.08,EUR,DEBIT,ONLINE,PENDING
542,2024-01-05,MA,54,260,3054.65,EUR,DEBIT,MOBILE,POSTED
543,2024-01-15,IT,366,346,539.72,USD,DEBIT,ATM,PENDING
544,2024-01-15,PT,489,516,674.05,USD,DEBIT,ATM,REVERSED
545,2024-01-30,MA,429,599,2415.18,GBP,DEBIT,ONLINE,REVERSED
546,2024-01-27,ES,53,396,3287.95,GBP,CREDIT,MOBILE,PENDING
547,2024-01-20,IT,140,407,4818.0,USD,CREDIT,ONLINE,POSTED
548,2024-01-14,PT,358,766,2561.96,GBP,TRANSFER,BRANCH,REVERSED
549,2024-01-24,BE,323,222,1005.24,GBP,TRANSFER,BRANCH,REVERSED
550,2024-01-12,ES,363,665,4875.92,EUR,TRANSFER,BRANCH,REVERSED
551,2024-01-04,UK,287,491,2914.45,GBP,TRANSFER,MOBILE,REVERSED
552,2024-01-24,BE,146,432,4041.72,GBP,DEBIT,ATM,PENDING
553,2024-01-05,FR,343,57,1000.31,EUR,CREDIT,BRANCH,POSTED
554,2024-01-27,FR,353,302,1020.8,GBP,DEBIT,BRANCH,PENDING
555,2024-01-04,PT,444,691,3697.72,EUR,TRANSFER,MOBILE,POSTED
556,2024-01-17,US,354,680,235.85,USD,CREDIT,MOBILE,REVERSED
557,2024-01-11,BE,27,13,3718.61,EUR,TRANSFER,MOBILE,POSTED
558,2024-01-30,UK,386,602,2733.53,GBP,DEBIT,ONLINE,PENDING
559,2024-01-15,ES,349,76,935.7,EUR,TRANSFER,ATM,PENDING
560,2024-01-02,MA,142,569,1321.93,EUR,TRANSFER,BRANCH,POSTED
561,2024-01-11,NL,363,158,200.66,USD,TRANSFER,ATM,REVERSED
562,2024-01-20,US,251,586,2751.25,EUR,TRANSFER,BRANCH,REVERSED
563,2024-01-08,ES,266,69,3931.5,EUR,CREDIT,MOBILE,POSTED
564,2024-01-12,IT,452,218,3317.01,USD,CREDIT,BRANCH,POSTED
565,2024-01-25,PT,271,486,4983.16,GBP,DEBIT,ATM,REVERSED
566,2024-01-12,NL,123,657,3068.89,GBP,DEBIT,ATM,REVERSED
567,2024-01-29,UK,195,116,1929.99,GBP,TRANSFER,BRANCH,POSTED
568,2024-01-30,BE,420,788,1875.42,GBP,CREDIT,MOBILE,POSTED
569,2024-01-10,IT,164,526,412.64,EUR,DEBIT,ATM,REVERSED
570,2024-01-03,IT,343,644,3868.14,GBP,CREDIT,ATM,POSTED
571,2024-01-18,MA,331,73,3734.71,EUR,DEBIT,MOBILE,REVERSED
572,2024-01-11,FR,44,75,272.29,USD,TRANSFER,ATM,REVERSED
573,2024-01-27,IT,466,264,2038.76,USD,TRANSFER,MOBILE,PENDING
574,2024-01-11,FR,199,689,592.41,EUR,TRANSFER,ATM,REVERSED
575,2024-01-19,FR,358,74,1789.14,GBP,DEBIT,BRANCH,REVERSED
576,2024-01-10,PT,44,288,3826.61,USD,CREDIT,MOBILE,REVERSED
577,2024-01-01,NL,80,546,1100.11,GBP,CREDIT,BRANCH,REVERSED
578,2024-01-05,US,346,746,3240.06,EUR,TRANSFER,ONLINE,POSTED
579,2024-01-02,FR,293,610,1971.01,GBP,DEBIT,BRANCH,POSTED
580,2024-01-24,UK,108,422,4528.23,GBP,DEBIT,ONLINE,POSTED
581,2024-01-08,PT,427,258,972.44,EUR,TRANSFER,ATM,REVERSED
582,2024-01-15,BE,37,297,3358.75,USD,DEBIT,ONLINE,REVERSED
583,2024-01-19,NL,487,338,1786.33,GBP,TRANSFER,ONLINE,POSTED
584,2024-01-10,PT,35,198,1589.61,USD,CREDIT,BRANCH,REVERSED
585,2024-01-19,ES,289,580,1823.1,USD,CREDIT,ONLINE,POSTED
586,2024-01-11,IT,402,226,3561.28,GBP,CREDIT,BRANCH,PENDING
587,2024-01-05,UK,449,491,2314.78,USD,CREDIT,MOBILE,REVERSED
588,2024-01-04,ES,330,621,410.79,USD,DEBIT,ONLINE,PENDING
589,2024-01-24,DE,372,77,4460.63,GBP,TRANSFER,ATM,REVERSED
590,2024-01-19,MA,393,604,1064.59,EUR,TRANSFER,BRANCH,REVERSED
591,2024-01-29,BE,241,669,3876.21,USD,CREDIT,ONLINE,REVERSED
592,2024-01-24,US,68,475,2506.11,EUR,CREDIT,BRANCH,REVERSED
593,2024-01-01,IT,434,628,3421.12,GBP,DEBIT,MOBILE,POSTED
594,2024-01-06,PT,485,579,3297.41,EUR,TRANSFER,MOBILE,PENDING
595,2024-01-02,IT,389,499,1159.52,USD,CREDIT,ONLINE,POSTED
596,2024-01-22,IT,265,369,1941.08,USD,DEBIT,ATM,REVERSED
597,2024-01-11,DE,360,533,3168.2,USD,TRANSFER,BRANCH,REVERSED
598,2024-01-18,PT,89,385,3268.72,USD,TRANSFER,ATM,REVERSED
599,2024-01-09,MA,498,228,2582.34,USD,CREDIT,MOBILE,PENDING
600,2024-01-29,PT,3,513,4410.29,USD,DEBIT,ONLINE,POSTED
601,2024-01-17,US,108,153,935.34,USD,TRANSFER,ATM,REVERSED
602,2024-01-08,MA,415,338,3601.56,USD,TRANSFER,MOBILE,PENDING
603,2024-01-07,PT,82,662,4166.99,EUR,DEBIT,ATM,POSTED
604,2024-01-19,PT,82,137,3148.07,EUR,TRANSFER,ONLINE,POSTED
605,2024-01-06,US,472,184,2583.69,USD,TRANSFER,ATM,REVERSED
606,2024-01-24,US,484,87,1083.75,GBP,CREDIT,MOBILE,POSTED
607,2024-01-08,MA,307,146,3973.29,EUR,TRANSFER,BRANCH,POSTED
608,2024-01-24,UK,472,464,2983.07,EUR,DEBIT,MOBILE,PENDING
609,2024-01-05,DE,8,207,2614.03,GBP,TRANSFER,MOBILE,POSTED
610,2024-01-20,DE,90,487,4508.14,GBP,DEBIT,ATM,POSTED
611,2024-01-16,ES,461,617,2696.89,EUR,TRANSFER,MOBILE,REVERSED
612,2024-01-14,UK,447,44,3488.52,USD,DEBIT,MOBILE,PENDING
613,2024-01-12,PT,411,759,4539.39,GBP,TRANSFER,ATM,PENDING
614,2024-01-05,US,244,784,1163.33,EUR,CREDIT,MOBILE,PENDING
615,2024-01-07,FR,363,761,3947.32,GBP,TRANSFER,ATM,REVERSED
616,2024-01-01,MA,335,210,3439.15,USD,CREDIT,BRANCH,POSTED
617,2024-01-05,MA,333,599,1268.91,GBP,CREDIT,BRANCH,REVERSED
618,2024-01-09,MA,386,208,2066.73,GBP,CREDIT,ONLINE,PENDING
619,2024-01-18,BE,247,259,4942.55,GBP,CREDIT,MOBILE,REVERSED
620,2024-01-05,DE,382,235,2233.53,GBP,DEBIT,ATM,POSTED
621,2024-01-17,MA,402,346,4004.47,GBP,TRANSFER,ATM,POSTED
622,2024-01-13,FR,411,93,4116.45,USD,TRANSFER,MOBILE,POSTED
623,2024-01-03,US,113,379,401.12,EUR,TRANSFER,MOBILE,PENDING
624,2024-01-20,BE,146,728,4817.69,EUR,DEBIT,MOBILE,PENDING
625,2024-01-01,IT,435,672,4653.86,GBP,CREDIT,ONLINE,POSTED
626,2024-01-26,PT,261,528,3492.55,GBP,DEBIT,ATM,PENDING
627,2024-01-08,FR,499,161,435.13,USD,CREDIT,BRANCH,REVERSED
628,2024-01-13,MA,300,205,2589.2,GBP,TRANSFER,ATM,POSTED
629,2024-01-18,US,371,572,4575.13,USD,CREDIT,BRANCH,POSTED
630,2024-01-20,IT,232,413,2874.96,USD,DEBIT,MOBILE,REVERSED
631,2024-01-04,BE,37,515,1471.96,EUR,TRANSFER,BRANCH,REVERSED
632,2024-01-27,PT,128,710,2214.4,USD,TRANSFER,MOBILE,POSTED
633,2024-01-25,UK,492,794,2294.78,USD,TRANSFER,ATM,PENDING
634,2024-01-04,US,34,391,3168.68,EUR,TRANSFER,ONLINE,PENDING
635,2024-01-14,UK,264,548,49.61,USD,DEBIT,BRANCH,POSTED
636,2024-01-13,UK,38,567,4657.05,USD,CREDIT,BRANCH,POSTED
637,2024-01-29,PT,137,187,4735.64,GBP,DEBIT,MOBILE,REVERSED
638,2024-01-07,IT,376,247,4363.84,EUR,DEBIT,ONLINE,POSTED
639,2024-01-27,PT,182,159,3894.91,EUR,DEBIT,MOBILE,REVERSED
640,2024-01-01,BE,490,43,4240.2,USD,TRANSFER,BRANCH,PENDING
641,2024-01-29,PT,444,281,2454.54,GBP,CREDIT,MOBILE,POSTED
642,2024-01-25,PT,65,55,2629.15,USD,CREDIT,ATM,REVERSED
643,2024-01-12,MA,440,702,3879.74,USD,DEBIT,MOBILE,PENDING
644,2024-01-23,FR,6,690,1054.55,GBP,DEBIT,BRANCH,PENDING
645,2024-01-20,US,95,561,1314.98,USD,CREDIT,BRANCH,PENDING
646,2024-01-06,NL,217,215,2096.05,USD,CREDIT,MOBILE,PENDING
647,2024-01-15,ES,292,134,4896.38,GBP,DEBIT,ATM,REVERSED
648,2024-01-09,IT,284,442,4281.69,EUR,DEBIT,ONLINE,PENDING
649,2024-01-26,FR,90,431,2498.49,GBP,TRANSFER,BRANCH,PENDING
650,2024-01-10,US,287,581,239.5,EUR,TRANSFER,ONLINE,POSTED
651,2024-01-07,US,243,644,482.41,GBP,CREDIT,BRANCH,PENDING
652,2024-01-12,BE,285,263,1721.36,USD,DEBIT,BRANCH,REVERSED
653,2024-01-20,IT,295,589,3249.68,GBP,DEBIT,BRANCH,PENDING
654,2024-01-11,BE,249,793,3682.89,EUR,CREDIT,BRANCH,PENDING
655,2024-01-21,ES,444,171,3203.26,USD,CREDIT,MOBILE,POSTED
656,2024-01-03,ES,175,233,1568.1,GBP,CREDIT,BRANCH,REVERSED
657,2024-01-21,MA,138,455,3905.09,USD,TRANSFER,MOBILE,PENDING
658,2024-01-06,ES,437,23,626.07,EUR,TRANSFER,BRANCH,REVERSED
659,2024-01-23,DE,107,170,1985.83,EUR,DEBIT,MOBILE,REVERSED
660,2024-01-02,FR,394,406,2620.39,EUR,DEBIT,BRANCH,REVERSED
661,2024-01-05,DE,335,399,1547.54,EUR,TRANSFER,BRANCH,PENDING
662,2024-01-21,ES,67,539,4192.75,EUR,DEBIT,BRANCH,PENDING
663,2024-01-28,NL,239,553,4674.35,GBP,CREDIT,ONLINE,REVERSED
664,2024-01-18,ES,302,611,2283.26,GBP,TRANSFER,MOBILE,REVERSED
665,2024-01-21,BE,158,355,2408.78,EUR,DEBIT,MOBILE,PENDING
666,2024-01-12,MA,133,159,1518.56,EUR,TRANSFER,ONLINE,PENDING
667,2024-01-10,NL,273,8,3439.16,USD,CREDIT,BRANCH,POSTED
668,2024-01-25,MA,408,299,2985.42,EUR,TRANSFER,BRANCH,POSTED
669,2024-01-14,BE,223,404,1250.23,GBP,TRANSFER,MOBILE,PENDING
