transaction_id,transaction_date,country,customer_id,amount,currency,channel,status
1216,2024-01-13,BE,60,261.51,EUR,MOBILE,PENDING
1217,2024-03-18,PT,726,3741.46,EUR,ATM,PENDING
1218,2024-03-05,PT,390,1513.23,USD,BRANCH,POSTED
1219,2024-03-12,FR,594,897.68,EUR,MOBILE,PENDING
1220,2024-02-29,ES,91,1587.27,GBP,MOBILE,POSTED
1221,2024-02-03,DE,320,221.77,EUR,MOBILE,PENDING
1222,2024-02-16,MA,289,4514.06,USD,BRANCH,REVERSED
1223,2024-02-10,MA,914,825.75,GBP,MOBILE,POSTED
1224,2024-03-12,NL,54,945.41,EUR,ONLINE,POSTED
1225,2024-01-05,NL,266,818.61,USD,MOBILE,POSTED
1226,2024-03-04,FR,452,1783.24,GBP,MOBILE,PENDING
1227,2024-03-04,DE,866,3599.1,EUR,ATM,PENDING
1228,2024-01-12,IT,889,1421.3,EUR,BRANCH,REVERSED
1229,2024-03-25,PT,217,2918.15,EUR,ONLINE,PENDING
1230,2024-01-10,IT,786,2491.06,EUR,BRANCH,POSTED
1231,2024-02-06,DE,403,1868.42,EUR,BRANCH,POSTED
1232,2024-01-04,DE,471,4153.67,GBP,MOBILE,PENDING
1233,2024-03-21,US,608,3290.37,USD,ATM,REVERSED
1234,2024-03-20,NL,332,4737.14,GBP,ONLINE,POSTED
1235,2024-01-07,US,330,3990.94,GBP,ATM,REVERSED
1236,2024-03-18,MA,94,1994.89,EUR,ONLINE,PENDING
1237,2024-01-12,FR,872,1041.91,USD,MOBILE,PENDING
1238,2024-03-23,ES,123,1493.43,USD,BRANCH,REVERSED
1239,2024-03-18,ES,367,3327.94,USD,ONLINE,PENDING
1240,2024-02-27,MA,487,1343.13,GBP,MOBILE,POSTED
1241,2024-02-24,UK,628,932.59,GBP,MOBILE,POSTED
1242,2024-01-06,BE,349,4866.39,GBP,ONLINE,REVERSED
1243,2024-03-28,ES,953,2477.12,GBP,ATM,PENDING
1244,2024-02-29,MA,81,4536.13,USD,BRANCH,POSTED
1245,2024-01-17,US,861,1244.02,USD,BRANCH,REVERSED
1246,2024-01-07,BE,78,4586.59,GBP,ATM,REVERSED
1247,2024-02-24,MA,96,2323.82,GBP,BRANCH,PENDING
1248,2024-02-02,PT,83,3843.47,EUR,ATM,REVERSED
1249,2024-03-25,NL,183,3931.1,USD,ATM,POSTED
1250,2024-02-23,US,321,2936.45,USD,MOBILE,REVERSED
1251,2024-02-03,UK,989,4590.64,EUR,ONLINE,POSTED
1252,2024-01-11,PT,265,4358.21,EUR,MOBILE,REVERSED
1253,2024-01-03,FR,404,584.27,EUR,MOBILE,PENDING
1254,2024-03-29,MA,889,3288.93,GBP,MOBILE,PENDING
1255,2024-03-20,PT,369,3453.62,GBP,MOBILE,PENDING
1256,2024-01-12,ES,138,70.37,EUR,ATM,REVERSED
1257,2024-01-25,FR,214,2406.1,EUR,ONLINE,PENDING
1258,2024-03-21,BE,195,431.38,USD,ONLINE,PENDING
1259,2024-02-24,FR,119,831.36,EUR,MOBILE,PENDING
1260,2024-03-01,FR,880,2248.13,EUR,ONLINE,PENDING
1261,2024-03-13,MA,52,1669.92,EUR,MOBILE,PENDING
1262,2024-03-04,PT,610,3655.66,USD,ATM,PENDING
1263,2024-02-21,NL,525,2955.61,GBP,MOBILE,POSTED
1264,2024-01-08,BE,19,2110.6,USD,ATM,PENDING
1265,2024-03-23,MA,910,2367.22,USD,BRANCH,PENDING
1266,2024-03-30,MA,21,807.51,GBP,ONLINE,PENDING
1267,2024-02-14,NL,237,2538.67,GBP,BRANCH,REVERSED
1268,2024-03-25,NL,134,4415.98,GBP,MOBILE,PENDING
1269,2024-03-27,UK,815,2362.15,EUR,ONLINE,PENDING
1270,2024-03-29,DE,683,2414.97,EUR,ONLINE,POSTED
1271,2024-03-18,NL,103,3967.62,USD,BRANCH,POSTED
1272,2024-01-27,BE,48,4996.31,USD,BRANCH,PENDING
1273,2024-03-27,ES,178,4139.92,GBP,ATM,POSTED
1274,2024-02-13,MA,116,3088.2,EUR,ONLINE,PENDING
1275,2024-02-03,UK,803,1776.85,EUR,BRANCH,POSTED
1276,2024-03-29,BE,618,3347.76,GBP,ATM,PENDING
1277,2024-02-28,DE,998,530.35,GBP,ATM,REVERSED
1278,2024-01-06,BE,107,836.06,EUR,ONLINE,PENDING
1279,2024-01-21,US,725,2208.15,GBP,MOBILE,REVERSED
1280,2024-01-13,ES,662,1819.32,EUR,ATM,POSTED
1281,2024-02-26,MA,787,3845.4,EUR,MOBILE,PENDING
1282,2024-02-06,BE,175,427.08,USD,MOBILE,PENDING
1283,2024-03-21,IT,155,3766.28,GBP,MOBILE,POSTED
1284,2024-01-18,MA,423,4590.18,USD,BRANCH,POSTED
1285,2024-02-26,ES,788,50.73,GBP,ATM,POSTED
1286,2024-02-13,UK,411,4909.74,EUR,MOBILE,POSTED
1287,2024-02-20,FR,676,4612.67,EUR,ATM,REVERSED
1288,2024-03-25,BE,996,1479.33,USD,BRANCH,REVERSED
1289,2024-02-10,UK,8,4135.19,GBP,ONLINE,REVERSED
1290,2024-02-21,NL,659,1026.46,GBP,MOBILE,REVERSED
1291,2024-02-14,MA,794,987.28,USD,ATM,POSTED
1292,2024-03-09,UK,399,3625.77,GBP,ONLINE,REVERSED
1293,2024-03-10,US,218,465.01,GBP,BRANCH,REVERSED
1294,2024-02-13,ES,23,140.43,GBP,BRANCH,POSTED
1295,2024-02-08,MA,517,553.1,EUR,BRANCH,PENDING
1296,2024-03-21,BE,362,619.94,GBP,ATM,PENDING
1297,2024-02-08,PT,754,27.06,USD,ONLINE,REVERSED
1298,2024-03-15,PT,731,4471.8,GBP,ONLINE,PENDING
1299,2024-02-08,US,682,3924.16,GBP,ONLINE,REVERSED
1300,2024-02-18,BE,755,1238.92,USD,ONLINE,PENDING
1301,2024-02-28,DE,150,3558.49,USD,ATM,POSTED
1302,2024-01-08,MA,909,651.19,EUR,MOBILE,POSTED
1303,2024-02-17,BE,412,2941.61,GBP,MOBILE,PENDING
1304,2024-03-15,NL,651,2117.69,USD,MOBILE,REVERSED
1305,2024-02-23,ES,147,2529.42,USD,MOBILE,POSTED
1306,2024-03-06,BE,120,3472.66,USD,MOBILE,POSTED
1307,2024-01-21,BE,378,4608.57,EUR,MOBILE,POSTED
1308,2024-01-16,UK,585,1448.66,GBP,ONLINE,POSTED
1309,2024-02-17,US,383,1517.0,USD,ATM,POSTED
1310,2024-01-19,PT,431,244.21,USD,BRANCH,POSTED
1311,2024-01-24,NL,2,612.52,USD,ATM,POSTED
1312,2024-02-23,NL,586,1549.2,USD,BRANCH,PENDING
1313,2024-03-01,PT,135,3809.99,GBP,MOBILE,PENDING
1314,2024-03-26,NL,152,4331.86,USD,ATM,REVERSED
1315,2024-03-26,PT,419,1936.79,USD,BRANCH,REVERSED
1316,2024-01-06,NL,753,1387.6,EUR,ONLINE,REVERSED
1317,2024-01-04,PT,645,3981.0,GBP,BRANCH,REVERSED
1318,2024-03-23,DE,659,2797.2,EUR,ATM,REVERSED
1319,2024-03-07,IT,768,2379.7,EUR,ATM,REVERSED
1320,2024-03-09,ES,985,95.85,EUR,ONLINE,REVERSED
1321,2024-03-15,NL,86,4034.8,GBP,BRANCH,PENDING
1322,2024-03-16,FR,503,4310.01,EUR,BRANCH,PENDING
1323,2024-01-24,MA,24,4298.38,USD,MOBILE,PENDING
1324,2024-01-12,DE,101,2709.35,USD,ONLINE,POSTED
1325,2024-02-02,DE,157,1534.66,USD,ONLINE,POSTED
1326,2024-03-19,UK,185,136.83,EUR,BRANCH,PENDING
1327,2024-01-13,UK,145,2064.7,USD,BRANCH,PENDING
1328,2024-01-16,FR,207,1198.88,GBP,ONLINE,PENDING
1329,2024-03-06,BE,394,4746.84,USD,ATM,PENDING
1330,2024-02-29,BE,416,328.23,EUR,MOBILE,REVERSED
1331,2024-01-30,FR,275,2770.82,GBP,ATM,POSTED
1332,2024-03-12,ES,311,2841.66,USD,ATM,REVERSED
1333,2024-03-05,IT,801,4839.59,USD,ONLINE,POSTED
1334,2024-03-09,MA,984,4557.55,USD,ATM,POSTED
1335,2024-02-29,PT,296,3265.64,EUR,ATM,POSTED
1336,2024-03-02,US,612,1255.19,GBP,MOBILE,PENDING
1337,2024-03-21,IT,599,4203.58,USD,ATM,POSTED
1338,2024-03-09,PT,71,1503.89,USD,ATM,POSTED
1339,2024-03-12,US,899,2160.38,GBP,BRANCH,REVERSED
1340,2024-02-13,US,770,3539.06,USD,ONLINE,REVERSED
1341,2024-02-11,UK,215,2299.54,GBP,BRANCH,POSTED
1342,2024-03-29,ES,661,4611.37,GBP,MOBILE,POSTED
1343,2024-01-02,ES,423,2779.4,GBP,MOBILE,PENDING
1344,2024-03-09,DE,806,4383.72,GBP,ATM,REVERSED
1345,2024-01-04,NL,688,617.95,USD,BRANCH,PENDING
1346,2024-01-23,FR,127,2314.0,EUR,MOBILE,POSTED
1347,2024-01-29,FR,776,1406.39,GBP,BRANCH,POSTED
1348,2024-01-12,PT,640,1516.59,GBP,ONLINE,POSTED
1349,2024-03-04,UK,37,1404.5,GBP,ONLINE,POSTED
1350,2024-01-26,MA,113,4349.71,GBP,MOBILE,POSTED
1351,2024-03-11,IT,675,3694.34,GBP,ONLINE,POSTED
1352,2024-03-16,ES,763,326.18,USD,ONLINE,REVERSED
1353,2024-02-05,IT,868,3390.22,GBP,BRANCH,REVERSED
1354,2024-03-12,NL,2,4689.51,GBP,ATM,PENDING
1355,2024-02-25,MA,280,609.47,GBP,MOBILE,PENDING
1356,2024-02-16,BE,777,218.28,GBP,ONLINE,POSTED
1357,2024-02-05,MA,545,2244.86,EUR,MOBILE,POSTED
1358,2024-02-12,DE,901,2859.53,EUR,ONLINE,REVERSED
1359,2024-02-24,DE,939,1250.67,EUR,BRANCH,PENDING
1360,2024-01-09,DE,28,2400.35,EUR,BRANCH,PENDING
1361,2024-02-01,DE,484,1192.56,USD,ATM,PENDING
1362,2024-03-07,IT,966,365.48,GBP,MOBILE,POSTED
1363,2024-03-21,NL,592,625.01,EUR,ATM,PENDING
1364,2024-02-10,DE,801,638.55,USD,ATM,PENDING
1365,2024-03-19,MA,67,510.04,EUR,ATM,PENDING
1366,2024-02-18,MA,98,3086.89,USD,ONLINE,REVERSED
1367,2024-03-25,PT,10,2267.6,USD,MOBILE,REVERSED
1368,2024-03-20,DE,347,3254.96,GBP,ATM,PENDING
1369,2024-03-07,UK,601,963.21,EUR,ATM,REVERSED
1370,2024-01-09,PT,808,4204.06,GBP,ONLINE,REVERSED
1371,2024-03-06,US,363,2105.61,GBP,MOBILE,POSTED
1372,2024-02-01,ES,816,221.31,EUR,BRANCH,REVERSED
1373,2024-02-25,BE,982,3258.87,USD,BRANCH,REVERSED
1374,2024-03-10,ES,150,2348.15,GBP,BRANCH,PENDING
1375,2024-02-17,FR,530,2932.61,GBP,ONLINE,POSTED
1376,2024-01-31,BE,838,4176.04,EUR,MOBILE,PENDING
1377,2024-01-26,IT,655,4542.59,EUR,BRANCH,POSTED
1378,2024-03-26,NL,711,3459.51,USD,BRANCH,REVERSED
1379,2024-03-13,UK,630,1498.86,USD,ONLINE,POSTED
1380,2024-02-28,FR,507,1097.81,EUR,ONLINE,REVERSED
1381,2024-01-30,NL,638,1066.48,USD,BRANCH,REVERSED
1382,2024-02-18,IT,409,922.04,EUR,BRANCH,POSTED
1383,2024-01-10,UK,30,2773.9,EUR,BRANCH,PENDING
1384,2024-01-25,PT,934,3827.9,EUR,ATM,POSTED
1385,2024-01-26,US,178,1095.51,USD,ONLINE,PENDING
1386,2024-03-11,IT,182,980.74,EUR,BRANCH,POSTED
1387,2024-01-03,ES,388,3274.69,EUR,BRANCH,POSTED
1388,2024-02-09,NL,245,1848.83,USD,ONLINE,REVERSED
1389,2024-03-20,MA,899,3555.0,EUR,ONLINE,POSTED
1390,2024-01-25,IT,545,1891.6,USD,BRANCH,REVERSED
1391,2024-02-24,IT,943,231.93,GBP,ONLINE,REVERSED
1392,2024-02-07,ES,335,1236.61,GBP,BRANCH,POSTED
1393,2024-03-06,PT,907,2445.46,GBP,ATM,PENDING
1394,2024-03-25,PT,66,838.0,USD,BRANCH,PENDING
1395,2024-03-07,NL,183,1609.79,USD,MOBILE,REVERSED
1396,2024-03-04,NL,274,2906.35,GBP,ATM,POSTED
1397,2024-01-29,IT,462,4315.98,USD,ONLINE,PENDING
1398,2024-02-24,MA,585,786.89,USD,BRANCH,REVERSED
1399,2024-01-11,ES,769,421.06,USD,BRANCH,POSTED
1400,2024-03-15,FR,476,2561.8,USD,MOBILE,PENDING
1401,2024-02-29,MA,418,1838.19,USD,BRANCH,PENDING
1402,2024-02-18,FR,183,2209.0,USD,ATM,PENDING
1403,2024-01-11,US,862,2509.32,GBP,ATM,PENDING
1404,2024-01-30,DE,121,357.67,EUR,ONLINE,PENDING
1405,2024-01-26,UK,256,1514.28,GBP,BRANCH,POSTED
1406,2024-03-18,ES,875,3762.16,GBP,BRANCH,POSTED
1407,2024-02-08,US,842,1733.82,USD,MOBILE,REVERSED
1408,2024-03-24,FR,483,3270.8,EUR,MOBILE,POSTED
1409,2024-01-30,IT,485,1169.38,GBP,MOBILE,REVERSED
1410,2024-02-29,UK,810,430.29,EUR,MOBILE,REVERSED
1411,2024-02-23,IT,449,2250.41,GBP,ATM,PENDING
1412,2024-01-18,PT,894,642.6,GBP,ATM,PENDING
1413,2024-03-25,UK,347,1128.23,USD,MOBILE,REVERSED
1414,2024-03-09,US,333,2935.19,GBP,ATM,POSTED
1415,2024-01-20,UK,581,3149.57,GBP,MOBILE,PENDING
1416,2024-01-27,MA,65,2672.92,EUR,MOBILE,POSTED
1417,2024-02-12,PT,985,2258.23,USD,ATM,POSTED
1418,2024-01-14,BE,181,161.26,GBP,MOBILE,POSTED
1419,2024-01-24,IT,71,4556.82,USD,BRANCH,POSTED
1420,2024-01-30,US,675,2622.45,USD,ATM,PENDING
1421,2024-03-07,FR,175,1634.53,USD,MOBILE,POSTED
1422,2024-01-15,ES,549,2092.65,GBP,ATM,PENDING
1423,2024-01-27,ES,891,1029.18,USD,MOBILE,POSTED
1424,2024-03-18,PT,961,1552.26,EUR,MOBILE,PENDING
1425,2024-01-26,FR,146,2229.21,USD,ONLINE,REVERSED
1426,2024-02-12,PT,900,2455.3,USD,ATM,REVERSED
1427,2024-01-12,US,661,4405.09,USD,BRANCH,REVERSED
1428,2024-02-08,MA,627,4117.32,EUR,MOBILE,POSTED
1429,2024-01-23,PT,750,2160.95,USD,ONLINE,REVERSED
1430,2024-03-13,DE,402,3493.53,EUR,ONLINE,POSTED
1431,2024-02-05,BE,298,3333.62,EUR,ONLINE,PENDING
1432,2024-02-22,BE,124,4976.59,EUR,ATM,REVERSED
1433,2024-02-11,MA,461,825.03,EUR,ATM,PENDING
1434,2024-01-04,DE,654,3472.73,GBP,MOBILE,PENDING
1435,2024-02-13,MA,876,972.82,EUR,ATM,PENDING
1436,2024-01-15,ES,334,3351.81,USD,MOBILE,PENDING
1437,2024-01-09,DE,561,3285.46,GBP,MOBILE,POSTED
1438,2024-03-01,US,861,807.67,EUR,ATM,POSTED
1439,2024-02-07,DE,547,3707.49,EUR,ATM,REVERSED
1440,2024-01-02,US,157,2203.85,EUR,ONLINE,REVERSED
1441,2024-01-05,BE,221,2210.85,EUR,ATM,PENDING
1442,2024-03-29,US,454,263.02,EUR,ATM,PENDING
1443,2024-01-26,IT,383,4543.87,EUR,ATM,POSTED
1444,2024-02-23,FR,14,1686.25,EUR,ATM,POSTED
1445,2024-01-13,ES,741,836.07,USD,ATM,PENDING
1446,2024-02-11,BE,641,948.55,EUR,MOBILE,PENDING
1447,2024-01-16,IT,218,530.32,USD,ONLINE,POSTED
1448,2024-02-21,UK,12,1946.54,USD,ONLINE,POSTED
1449,2024-03-25,US,665,3119.92,EUR,ATM,POSTED
1450,2024-02-22,US,785,2994.75,EUR,ONLINE,PENDING
1451,2024-01-13,PT,332,4907.1,GBP,MOBILE,REVERSED
1452,2024-03-29,ES,340,877.48,GBP,BRANCH,REVERSED
1453,2024-03-02,DE,343,89.23,GBP,MOBILE,PENDING
1454,2024-03-06,IT,515,2937.76,EUR,ONLINE,POSTED
1455,2024-03-19,DE,316,1182.75,USD,ONLINE,REVERSED
1456,2024-01-11,FR,140,1873.24,USD,ONLINE,POSTED
1457,2024-02-18,IT,657,190.5,GBP,MOBILE,REVERSED
1458,2024-02-12,ES,284,1588.38,EUR,MOBILE,REVERSED
1459,2024-02-06,FR,234,4234.83,USD,BRANCH,POSTED
1460,2024-01-27,BE,55,4533.25,GBP,ONLINE,REVERSED
1461,2024-03-30,IT,622,4363.66,GBP,BRANCH,POSTED
1462,2024-02-26,FR,66,4349.46,EUR,ONLINE,POSTED
1463,2024-03-22,ES,960,1021.9,EUR,ONLINE,REVERSED
1464,2024-03-11,IT,241,2537.62,USD,MOBILE,PENDING
1465,2024-01-22,IT,250,2120.66,GBP,ONLINE,PENDING
1466,2024-02-06,PT,459,4838.66,EUR,BRANCH,PENDING
1467,2024-01-11,UK,407,1889.21,USD,MOBILE,PENDING
1468,2024-03-05,PT,752,2167.72,EUR,MOBILE,POSTED
1469,2024-02-18,MA,874,417.08,USD,ONLINE,REVERSED
1470,2024-01-23,US,389,2318.79,USD,BRANCH,PENDING
1471,2024-03-12,PT,492,360.63,EUR,MOBILE,POSTED
1472,2024-01-20,IT,4,65.16,GBP,BRANCH,PENDING
1473,2024-02-21,MA,962,1973.85,GBP,BRANCH,PENDING
1474,2024-03-03,US,656,4937.62,EUR,MOBILE,POSTED
1475,2024-01-16,MA,954,2828.48,EUR,MOBILE,PENDING
1476,2024-02-14,BE,726,2443.62,GBP,BRANCH,REVERSED
1477,2024-01-08,MA,948,2120.78,EUR,ONLINE,PENDING
1478,2024-01-05,UK,646,3533.09,EUR,ONLINE,PENDING
1479,2024-03-18,NL,966,3405.65,USD,ONLINE,REVERSED
1480,2024-03-15,ES,12,584.54,EUR,MOBILE,PENDING
1481,2024-03-16,DE,530,4549.84,USD,ONLINE,PENDING
1482,2024-02-02,US,512,4838.45,GBP,MOBILE,REVERSED
1483,2024-02-09,MA,770,4382.13,GBP,ATM,POSTED
1484,2024-03-22,PT,795,3987.87,EUR,BRANCH,REVERSED
1485,2024-01-27,MA,715,1541.19,EUR,MOBILE,POSTED
1486,2024-01-13,DE,792,3481.89,GBP,MOBILE,REVERSED
1487,2024-02-06,MA,174,882.83,EUR,ONLINE,POSTED
1488,2024-03-03,ES,514,4742.47,USD,ONLINE,POSTED
1489,2024-01-26,FR,767,914.46,EUR,BRANCH,PENDING
1490,2024-02-26,PT,111,4341.94,EUR,ATM,PENDING
1491,2024-01-11,MA,127,1384.53,USD,ATM,REVERSED
1492,2024-01-31,NL,496,3364.35,EUR,ATM,POSTED
1493,2024-02-04,FR,681,2912.64,EUR,ATM,POSTED
1494,2024-03-07,FR,384,3015.32,USD,MOBILE,PENDING
1495,2024-02-13,PT,439,1683.41,GBP,BRANCH,PENDING
1496,2024-01-31,UK,681,1992.96,GBP,ATM,PENDING
1497,2024-02-12,DE,3,2285.14,GBP,MOBILE,REVERSED
1498,2024-01-18,FR,616,615.35,GBP,BRANCH,REVERSED
1499,2024-02-01,UK,462,3092.14,GBP,MOBILE,REVERSED
1500,2024-02-22,IT,3,4930.92,USD,ATM,REVERSED
1501,2024-02-16,FR,992,4037.98,USD,MOBILE,POSTED
1502,2024-03-18,NL,409,3696.28,EUR,BRANCH,PENDING
1503,2024-03-01,DE,751,1924.91,GBP,ONLINE,REVERSED
1504,2024-01-19,BE,897,2859.89,GBP,ATM,POSTED
1505,2024-03-04,DE,308,4161.94,GBP,MOBILE,POSTED
1506,2024-02-27,DE,493,3313.55,EUR,ONLINE,POSTED
1507,2024-01-22,DE,108,2175.03,GBP,ATM,POSTED
1508,2024-02-11,MA,784,1402.51,GBP,BRANCH,REVERSED
1509,2024-03-01,DE,681,679.65,GBP,MOBILE,POSTED
1510,2024-03-29,UK,892,1119.81,GBP,ATM,REVERSED
1511,2024-02-13,MA,932,3587.5,GBP,MOBILE,REVERSED
1512,2024-03-23,BE,989,4280.85,EUR,ONLINE,PENDING
1513,2024-01-15,US,89,557.8,USD,ONLINE,REVERSED
1514,2024-01-15,PT,376,637.96,USD,MOBILE,REVERSED
1515,2024-01-01,US,63,2950.71,EUR,MOBILE,PENDING
1516,2024-02-10,UK,816,3396.83,EUR,ONLINE,POSTED
1517,2024-02-20,FR,551,4261.96,USD,ONLINE,PENDING
1518,2024-01-29,NL,696,2279.47,GBP,BRANCH,POSTED
1519,2024-03-26,FR,613,1601.38,GBP,ATM,PENDING
1520,2024-03-14,NL,646,4143.61,USD,BRANCH,REVERSED
1521,2024-02-18,FR,829,1666.39,GBP,ONLINE,REVERSED
1522,2024-01-29,FR,945,4327.29,EUR,MOBILE,REVERSED
1523,2024-02-20,US,834,3296.59,EUR,ATM,REVERSED
1524,2024-02-20,UK,432,3389.82,USD,MOBILE,PENDING
1525,2024-01-10,BE,744,1415.92,GBP,ONLINE,REVERSED
1526,2024-03-11,MA,99,655.37,GBP,ATM,REVERSED
1527,2024-02-08,NL,670,819.31,EUR,MOBILE,REVERSED
1528,2024-03-02,US,918,724.97,EUR,ONLINE,REVERSED
1529,2024-03-24,FR,370,3630.06,GBP,ATM,REVERSED
1530,2024-01-19,MA,973,4913.52,GBP,ONLINE,POSTED
1531,2024-01-13,UK,997,2369.9,EUR,ATM,REVERSED
1532,2024-03-24,UK,607,2169.67,EUR,MOBILE,POSTED
1533,2024-01-05,DE,246,1983.83,USD,ONLINE,REVERSED
1534,2024-02-18,DE,796,2318.91,GBP,MOBILE,PENDING
1535,2024-03-21,NL,376,59.0,EUR,ATM,POSTED
1536,2024-03-03,BE,230,116.11,GBP,MOBILE,PENDING
1537,2024-03-29,DE,813,2964.8,USD,MOBILE,REVERSED
1538,2024-03-30,MA,305,2857.54,EUR,BRANCH,POSTED
1539,2024-03-09,ES,415,4064.53,EUR,MOBILE,REVERSED
1540,2024-03-09,BE,500,320.59,GBP,ATM,POSTED
1541,2024-03-25,DE,185,4310.16,GBP,ONLINE,POSTED
1542,2024-03-12,NL,819,1572.17,EUR,ONLINE,REVERSED
1543,2024-01-27,ES,89,2812.92,EUR,ATM,POSTED
1544,2024-03-05,US,372,4831.41,EUR,MOBILE,REVERSED
1545,2024-01-01,IT,307,231.79,GBP,BRANCH,REVERSED
1546,2024-03-09,NL,143,2885.78,GBP,BRANCH,REVERSED
1547,2024-02-15,PT,551,2553.44,GBP,ATM,REVERSED
1548,2024-01-06,IT,37,941.18,USD,ONLINE,POSTED
1549,2024-03-18,BE,221,2959.32,USD,ONLINE,REVERSED
1550,2024-03-20,MA,76,2749.69,USD,MOBILE,REVERSED
1551,2024-01-21,MA,467,417.19,USD,MOBILE,REVERSED
1552,2024-01-19,BE,208,353.72,GBP,BRANCH,REVERSED
1553,2024-03-30,IT,731,1861.34,GBP,ONLINE,PENDING
1554,2024-01-20,UK,806,2168.7,EUR,ONLINE,POSTED
1555,2024-02-04,DE,544,550.84,GBP,MOBILE,POSTED
1556,2024-02-12,DE,371,4546.32,USD,ONLINE,POSTED
1557,2024-02-05,FR,100,1886.4,EUR,MOBILE,POSTED
1558,2024-01-16,ES,539,3641.91,USD,MOBILE,POSTED
1559,2024-03-08,UK,717,2861.22,USD,BRANCH,REVERSED
1560,2024-01-13,FR,174,1590.66,USD,ONLINE,PENDING
1561,2024-03-27,BE,564,2973.49,USD,MOBILE,REVERSED
1562,2024-01-17,US,9,3433.61,GBP,ONLINE,REVERSED
1563,2024-01-17,ES,387,2838.24,USD,ATM,REVERSED
1564,2024-03-22,UK,724,3887.86,GBP,MOBILE,REVERSED
1565,2024-02-28,ES,449,4931.25,USD,BRANCH,PENDING
1566,2024-02-24,BE,964,3592.62,EUR,BRANCH,REVERSED
1567,2024-01-12,US,416,3853.12,EUR,ATM,POSTED
1568,2024-01-31,DE,169,2877.01,EUR,BRANCH,REVERSED
1569,2024-03-04,FR,985,4742.04,GBP,ONLINE,PENDING
1570,2024-03-04,BE,701,4989.77,GBP,ATM,PENDING
1571,2024-01-02,PT,194,4554.52,GBP,ATM,REVERSED
1572,2024-02-24,BE,767,1725.96,GBP,ATM,REVERSED
1573,2024-02-27,ES,690,4651.0,GBP,ONLINE,POSTED
1574,2024-01-10,UK,859,667.46,USD,ATM,PENDING
1575,2024-03-04,MA,174,1867.05,EUR,BRANCH,REVERSED
1576,2024-02-01,BE,871,3832.3,EUR,BRANCH,PENDING
1577,2024-03-02,US,271,1066.12,GBP,MOBILE,POSTED
1578,2024-02-09,BE,845,4467.2,USD,MOBILE,POSTED
1579,2024-02-15,FR,630,2302.31,USD,BRANCH,POSTED
1580,2024-01-01,UK,911,3612.45,USD,BRANCH,POSTED
1581,2024-01-13,MA,503,988.52,GBP,ONLINE,PENDING
1582,2024-01-16,NL,7,779.0,GBP,BRANCH,POSTED
1583,2024-03-01,MA,383,1497.13,USD,ONLINE,REVERSED
1584,2024-02-04,DE,449,3281.74,USD,ONLINE,POSTED
1585,2024-02-15,MA,5,1796.82,GBP,ONLINE,POSTED
1586,2024-01-25,US,41,669.27,USD,BRANCH,POSTED
1587,2024-01-21,IT,971,2397.0,GBP,BRANCH,POSTED
1588,2024-02-23,NL,563,2478.34,GBP,ONLINE,PENDING
1589,2024-02-21,BE,743,4617.88,USD,ONLINE,POSTED
1590,2024-01-14,FR,129,778.55,GBP,ATM,REVERSED
1591,2024-01-31,FR,694,4149.35,USD,ATM,PENDING
1592,2024-03-02,US,288,2430.16,USD,ONLINE,REVERSED
1593,2024-01-20,BE,191,1248.08,EUR,BRANCH,REVERSED
1594,2024-02-01,MA,203,2369.99,EUR,ONLINE,POSTED
1595,2024-03-16,ES,234,603.19,USD,ATM,PENDING
1596,2024-01-25,ES,436,89.29,EUR,ATM,POSTED
1597,2024-02-18,MA,537,1532.92,GBP,ONLINE,POSTED
1598,2024-02-13,MA,490,307.69,USD,ATM,PENDING
1599,2024-01-15,US,372,1403.5,USD,MOBILE,POSTED
1600,2024-02-10,FR,186,205.4,EUR,BRANCH,POSTED
1601,2024-02-06,NL,286,4542.5,EUR,MOBILE,POSTED
1602,2024-02-02,NL,372,1672.08,EUR,ATM,REVERSED
1603,2024-01-02,BE,788,4310.01,USD,BRANCH,REVERSED
1604,2024-02-16,PT,541,3023.96,EUR,BRANCH,POSTED
1605,2024-03-15,MA,89,4436.08,EUR,ATM,POSTED
1606,2024-03-16,IT,197,3523.6,EUR,ATM,REVERSED
1607,2024-03-20,UK,308,3627.03,EUR,ONLINE,POSTED
1608,2024-01-17,IT,428,2752.93,USD,BRANCH,PENDING
1609,2024-02-27,DE,932,2181.19,USD,MOBILE,REVERSED
1610,2024-03-05,FR,170,2996.17,GBP,ONLINE,PENDING
1611,2024-01-06,PT,62,3972.16,GBP,ONLINE,REVERSED
1612,2024-02-20,NL,701,2662.82,GBP,ATM,POSTED
1613,2024-02-26,BE,393,2812.93,USD,MOBILE,REVERSED
1614,2024-02-04,IT,188,19.0,GBP,ONLINE,REVERSED
1615,2024-03-30,FR,900,4643.21,GBP,MOBILE,REVERSED
1616,2024-03-08,US,310,4262.52,USD,BRANCH,REVERSED
1617,2024-01-16,ES,229,229.02,EUR,BRANCH,POSTED
1618,2024-03-22,ES,964,4418.13,EUR,BRANCH,POSTED
1619,2024-03-23,IT,843,1050.65,EUR,ATM,REVERSED
1620,2024-02-14,PT,995,1846.18,EUR,BRANCH,REVERSED
1621,2024-01-18,MA,919,3057.8,USD,ATM,REVERSED
1622,2024-01-02,UK,224,3652.65,USD,ONLINE,PENDING
1623,2024-01-03,BE,673,4893.83,GBP,ATM,REVERSED
