transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,status
1211,0,2024-02-12,1250.87,GBP,TRANSFER,BRANCH,POSTED
1212,,2024-01-18,4992.03,GBP,TRANSFER,BRANCH,POSTED
1213,144,2024-02-14,3915.86,USD,CREDIT,ATM,PENDING
1214,0,2024-01-20,4327.47,EUR,DEBIT,ONLINE,PENDING
1215,0,2024-03-16,3930.09,USD,TRANSFER,MOBILE,PENDING
1216,160,2024-01-25,2144.54,GBP,CREDIT,ONLINE,PENDING
1217,0,2024-03-12,151.49,EUR,TRANSFER,ONLINE,PENDING
1218,4,2024-03-04,4052.2,USD,CREDIT,ONLINE,PENDING
1219,0,2024-02-21,3814.45,GBP,TRANSFER,BRANCH,PENDING
1220,0,2024-03-13,3927.0,EUR,DEBIT,BRANCH,REVERSED
1221,0,2024-03-18,4568.85,GBP,CREDIT,MOBILE,POSTED
1222,32,2024-03-09,1932.78,USD,DEBIT,BRANCH,REVERSED
1223,327,2024-02-08,467.11,EUR,TRANSFER,ONLINE,POSTED
1224,308,2024-03-03,135.17,EUR,DEBIT,MOBILE,PENDING
1225,0,2024-02-07,3298.19,EUR,CREDIT,ATM,PENDING
1226,0,2024-01-22,1634.53,USD,CREDIT,ONLINE,POSTED
1227,0,2024-02-23,2391.78,EUR,CREDIT,ONLINE,POSTED
1228,158,2024-02-25,4089.66,GBP,CREDIT,ONLINE,REVERSED
1229,0,2024-02-09,2937.87,GBP,TRANSFER,MOBILE,PENDING
1230,0,2024-01-19,2229.21,USD,TRANSFER,ONLINE,REVERSED
1231,0,2024-03-13,4396.32,USD,CREDIT,ATM,REVERSED
1232,0,2024-03-23,4405.09,USD,CREDIT,BRANCH,PENDING
1233,0,2024-01-23,2075.85,EUR,TRANSFER,MOBILE,PENDING
1234,0,2024-03-25,918.04,GBP,DEBIT,MOBILE,REVERSED
1235,122,2024-01-21,1369.61,GBP,TRANSFER,BRANCH,REVERSED
1236,357,2024-01-28,4543.77,USD,TRANSFER,ATM,PENDING
1237,0,2024-01-14,2522.47,USD,CREDIT,MOBILE,POSTED
1238,0,2024-03-05,224.13,EUR,DEBIT,MOBILE,PENDING
1239,0,2024-02-21,4279.01,USD,DEBIT,ATM,PENDING
1240,0,2024-01-18,1636.22,GBP,CREDIT,MOBILE,PENDING
1241,0,2024-03-11,3285.46,GBP,CREDIT,ONLINE,PENDING
1242,430,2024-01-21,853.77,EUR,TRANSFER,ATM,POSTED
1243,0,2024-03-09,3707.49,EUR,DEBIT,ATM,REVERSED
1244,0,2024-02-26,1791.08,EUR,TRANSFER,ATM,REVERSED
1245,0,2024-02-26,3484.02,GBP,TRANSFER,ATM,PENDING
1246,0,2024-02-26,263.02,EUR,DEBIT,MOBILE,POSTED
1247,191,2024-01-31,1000.73,EUR,CREDIT,ATM,POSTED
1248,0,2024-01-25,3400.12,EUR,DEBIT,ATM,REVERSED
1249,0,2024-01-22,221.02,GBP,DEBIT,BRANCH,PENDING
1250,0,2024-01-25,3123.74,GBP,CREDIT,MOBILE,POSTED
1251,0,2024-01-14,1783.53,EUR,DEBIT,MOBILE,REVERSED
1252,0,2024-02-19,1064.63,EUR,DEBIT,BRANCH,REVERSED
1253,0,2024-01-06,337.59,EUR,CREDIT,BRANCH,REVERSED
1254,0,2024-01-14,3562.94,GBP,DEBIT,BRANCH,POSTED
1255,0,2024-03-21,3481.88,GBP,TRANSFER,ONLINE,PENDING
1256,0,2024-03-29,1590.52,GBP,CREDIT,ATM,PENDING
1257,0,2024-03-15,2245.11,GBP,TRANSFER,ONLINE,REVERSED
1258,0,2024-01-02,1163.8,GBP,DEBIT,BRANCH,POSTED
1259,,2024-02-01,3099.21,EUR,DEBIT,BRANCH,PENDING
1260,0,2024-01-20,1879.36,GBP,DEBIT,ONLINE,REVERSED
1261,0,2024-02-26,3696.54,USD,DEBIT,BRANCH,PENDING
1262,0,2024-01-06,2604.84,USD,TRANSFER,BRANCH,POSTED
1263,0,2024-02-12,1714.3,EUR,TRANSFER,ATM,REVERSED
1264,410,2024-03-28,3481.69,EUR,TRANSFER,MOBILE,REVERSED
1265,0,2024-02-26,3149.28,EUR,CREDIT,ATM,POSTED
1266,0,2024-01-19,4691.43,EUR,DEBIT,ONLINE,REVERSED
1267,0,2024-01-27,1182.31,EUR,CREDIT,MOBILE,PENDING
1268,0,2024-01-26,1225.38,EUR,TRANSFER,ONLINE,PENDING
1269,0,2024-02-27,4838.66,EUR,CREDIT,MOBILE,POSTED
1270,184,2024-02-20,1889.21,USD,CREDIT,MOBILE,REVERSED
1271,0,2024-02-25,3801.86,USD,DEBIT,MOBILE,PENDING
1272,388,2024-02-08,2976.32,EUR,TRANSFER,ONLINE,PENDING
1273,0,2024-02-09,2268.56,USD,TRANSFER,MOBILE,POSTED
1274,0,2024-03-01,979.38,EUR,DEBIT,ATM,REVERSED
1275,,2024-02-17,2457.78,USD,CREDIT,BRANCH,PENDING
1276,0,2024-03-23,4937.62,EUR,CREDIT,ATM,POSTED
1277,0,2024-03-13,812.65,USD,CREDIT,BRANCH,REVERSED
1278,,2024-03-22,3442.76,GBP,DEBIT,MOBILE,PENDING
1279,,2024-02-01,2389.15,USD,TRANSFER,ATM,REVERSED
1280,0,2024-01-19,1307.39,USD,TRANSFER,ONLINE,PENDING
1281,0,2024-03-15,4758.94,EUR,DEBIT,ATM,POSTED
1282,0,2024-02-19,1988.94,GBP,DEBIT,ONLINE,PENDING
1283,0,2024-02-24,1265.1,USD,TRANSFER,MOBILE,REVERSED
1284,0,2024-02-22,3762.56,GBP,DEBIT,ATM,REVERSED
1285,0,2024-02-14,4071.33,USD,TRANSFER,ONLINE,REVERSED
1286,0,2024-02-09,33.1,EUR,CREDIT,ATM,POSTED
1287,0,2024-03-30,2089.78,USD,TRANSFER,BRANCH,REVERSED
1288,0,2024-01-23,1873.88,GBP,DEBIT,ONLINE,PENDING
1289,0,2024-01-15,2253.85,EUR,DEBIT,ONLINE,POSTED
1290,,2024-01-25,1297.5,USD,CREDIT,ATM,REVERSED
1291,0,2024-02-07,429.45,EUR,CREDIT,ATM,PENDING
1292,0,2024-01-31,2390.01,GBP,DEBIT,ATM,POSTED
1293,0,2024-01-01,3326.95,EUR,DEBIT,ONLINE,REVERSED
1294,192,2024-03-18,2600.85,USD,CREDIT,MOBILE,PENDING
1295,0,2024-02-13,1854.55,USD,CREDIT,ONLINE,PENDING
1296,0,2024-02-18,3054.43,USD,CREDIT,ATM,POSTED
1297,0,2024-03-30,2009.64,EUR,DEBIT,ATM,REVERSED
1298,0,2024-03-30,3757.45,EUR,CREDIT,MOBILE,REVERSED
1299,0,2024-03-01,2575.06,GBP,DEBIT,ATM,REVERSED
1300,416,2024-02-11,84.13,USD,DEBIT,BRANCH,REVERSED
1301,0,2024-03-18,2423.2,GBP,TRANSFER,ATM,PENDING
1302,0,2024-03-01,4934.37,GBP,DEBIT,MOBILE,PENDING
1303,0,2024-01-19,4349.42,GBP,TRANSFER,ATM,POSTED
1304,0,2024-01-12,1507.44,GBP,TRANSFER,MOBILE,POSTED
1305,488,2024-01-15,2411.36,GBP,DEBIT,ONLINE,POSTED
1306,0,2024-03-25,3499.85,EUR,CREDIT,ATM,POSTED
1307,167,2024-02-19,3831.78,EUR,TRANSFER,BRANCH,REVERSED
1308,0,2024-03-26,616.37,EUR,TRANSFER,MOBILE,POSTED
1309,170,2024-01-29,4658.97,GBP,DEBIT,BRANCH,PENDING
1310,380,2024-02-18,3269.94,GBP,CREDIT,ONLINE,POSTED
1311,0,2024-02-07,439.31,EUR,CREDIT,ONLINE,REVERSED
1312,293,2024-02-17,637.96,USD,CREDIT,ATM,PENDING
1313,0,2024-03-09,950.1,USD,CREDIT,BRANCH,PENDING
1314,478,2024-01-17,2599.24,GBP,TRANSFER,ONLINE,POSTED
1315,0,2024-03-09,4261.96,USD,DEBIT,BRANCH,POSTED
1316,0,2024-02-28,737.98,USD,DEBIT,ATM,REVERSED
1317,0,2024-03-05,4951.69,EUR,CREDIT,MOBILE,REVERSED
1318,253,2024-02-07,3521.0,USD,DEBIT,BRANCH,POSTED
1319,107,2024-01-29,3502.34,EUR,DEBIT,MOBILE,REVERSED
1320,0,2024-03-25,4561.97,EUR,DEBIT,MOBILE,PENDING
1321,0,2024-03-01,4951.58,USD,CREDIT,ATM,REVERSED
1322,,2024-02-06,3482.19,EUR,TRANSFER,MOBILE,POSTED
1323,0,2024-03-15,4329.41,EUR,TRANSFER,BRANCH,PENDING
1324,0,2024-03-14,688.67,GBP,CREDIT,BRANCH,POSTED
1325,0,2024-01-26,3676.86,EUR,CREDIT,ATM,REVERSED
1326,439,2024-01-19,1883.4,USD,TRANSFER,ONLINE,POSTED
1327,0,2024-03-01,898.98,EUR,DEBIT,BRANCH,REVERSED
1328,0,2024-01-20,3135.24,USD,DEBIT,ATM,POSTED
1329,0,2024-03-03,1514.15,GBP,DEBIT,MOBILE,REVERSED
1330,343,2024-03-25,448.97,USD,TRANSFER,MOBILE,PENDING
1331,0,2024-02-26,1837.25,EUR,DEBIT,ATM,POSTED
1332,0,2024-03-26,4542.48,EUR,DEBIT,MOBILE,PENDING
1333,0,2024-01-13,3971.92,EUR,CREDIT,MOBILE,REVERSED
1334,,2024-02-08,2857.54,EUR,CREDIT,ATM,REVERSED
1335,407,2024-03-09,925.26,GBP,DEBIT,MOBILE,REVERSED
1336,401,2024-03-08,2443.33,GBP,TRANSFER,ATM,POSTED
1337,459,2024-01-16,904.14,GBP,TRANSFER,ONLINE,POSTED
1338,0,2024-02-10,616.1,EUR,TRANSFER,ONLINE,REVERSED
1339,0,2024-03-12,1284.55,EUR,DEBIT,ATM,REVERSED
1340,0,2024-03-10,858.84,GBP,DEBIT,ONLINE,PENDING
1341,0,2024-03-07,4523.19,USD,TRANSFER,MOBILE,POSTED
1342,0,2024-03-29,1565.37,USD,TRANSFER,ONLINE,REVERSED
1343,0,2024-01-06,1186.26,EUR,DEBIT,BRANCH,POSTED
1344,308,2024-03-11,1080.98,USD,CREDIT,ONLINE,REVERSED
1345,0,2024-01-10,2749.69,USD,CREDIT,ONLINE,PENDING
1346,0,2024-02-02,3382.95,GBP,DEBIT,ONLINE,POSTED
1347,0,2024-02-04,4976.8,GBP,TRANSFER,ONLINE,REVERSED
1348,0,2024-03-25,3239.21,GBP,TRANSFER,ONLINE,PENDING
1349,161,2024-02-25,1895.33,GBP,DEBIT,ATM,PENDING
1350,0,2024-01-15,3420.21,USD,DEBIT,BRANCH,REVERSED
1351,0,2024-02-12,3890.58,EUR,DEBIT,BRANCH,POSTED
1352,0,2024-01-29,1893.78,EUR,DEBIT,ONLINE,REVERSED
1353,,2024-02-09,2944.55,USD,DEBIT,BRANCH,REVERSED
1354,0,2024-02-06,2758.16,GBP,DEBIT,ATM,POSTED
1355,0,2024-02-19,904.18,GBP,TRANSFER,MOBILE,PENDING
1356,0,2024-02-03,48.48,GBP,TRANSFER,ONLINE,REVERSED
1357,0,2024-02-18,2838.24,USD,DEBIT,BRANCH,REVERSED
1358,347,2024-03-18,2091.8,USD,DEBIT,MOBILE,PENDING
1359,257,2024-02-06,1379.84,USD,TRANSFER,ONLINE,PENDING
1360,0,2024-01-12,4737.33,USD,CREDIT,ATM,REVERSED
1361,0,2024-01-31,4724.39,EUR,TRANSFER,ATM,POSTED
1362,,2024-03-11,4648.02,EUR,CREDIT,ONLINE,PENDING
1363,0,2024-03-28,4989.77,GBP,TRANSFER,ATM,PENDING
1364,0,2024-01-25,4554.52,GBP,DEBIT,MOBILE,REVERSED
1365,0,2024-02-14,1221.89,GBP,TRANSFER,ATM,REVERSED
1366,0,2024-01-22,3372.94,GBP,DEBIT,ONLINE,POSTED
1367,0,2024-01-18,2568.91,EUR,CREDIT,MOBILE,PENDING
1368,0,2024-01-15,1690.46,GBP,DEBIT,ATM,PENDING
1369,0,2024-02-07,1324.49,EUR,TRANSFER,MOBILE,POSTED
1370,475,2024-03-23,2578.13,EUR,CREDIT,MOBILE,POSTED
1371,0,2024-03-19,2302.31,USD,CREDIT,ATM,POSTED
1372,0,2024-01-24,2010.94,EUR,DEBIT,MOBILE,PENDING
1373,0,2024-03-08,2572.08,EUR,CREDIT,ATM,PENDING
1374,0,2024-03-25,1251.42,USD,CREDIT,BRANCH,PENDING
1375,0,2024-01-24,2682.6,USD,DEBIT,MOBILE,REVERSED
1376,82,2024-01-18,1769.34,USD,DEBIT,BRANCH,REVERSED
1377,0,2024-01-25,1425.21,EUR,CREDIT,MOBILE,REVERSED
1378,0,2024-01-05,802.4,EUR,CREDIT,BRANCH,POSTED
1379,0,2024-03-11,2478.34,GBP,TRANSFER,ONLINE,PENDING
1380,399,2024-02-21,2509.79,GBP,CREDIT,ONLINE,POSTED
1381,405,2024-01-03,631.49,USD,TRANSFER,ATM,REVERSED
1382,0,2024-03-27,4149.35,USD,TRANSFER,ATM,PENDING
1383,0,2024-02-06,2430.16,USD,DEBIT,ONLINE,REVERSED
1384,0,2024-02-01,1406.41,EUR,CREDIT,ONLINE,REVERSED
1385,101,2024-03-01,3532.6,EUR,TRANSFER,ONLINE,POSTED
1386,302,2024-03-21,3172.75,EUR,DEBIT,ONLINE,PENDING
1387,0,2024-01-25,4645.56,USD,DEBIT,ONLINE,POSTED
1388,194,2024-02-22,2625.33,GBP,TRANSFER,ONLINE,POSTED
1389,0,2024-03-02,307.69,USD,TRANSFER,ATM,PENDING
1390,0,2024-02-16,1403.5,USD,TRANSFER,MOBILE,POSTED
1391,0,2024-01-07,909.58,EUR,DEBIT,BRANCH,POSTED
1392,0,2024-02-05,4542.5,EUR,CREDIT,ONLINE,PENDING
1393,186,2024-02-12,1522.48,EUR,TRANSFER,ATM,REVERSED
1394,0,2024-01-17,1656.73,GBP,CREDIT,BRANCH,POSTED
1395,0,2024-01-27,2922.05,EUR,DEBIT,ONLINE,REVERSED
1396,,2024-01-16,206.15,GBP,DEBIT,ONLINE,REVERSED
1397,0,2024-01-13,375.32,GBP,TRANSFER,BRANCH,PENDING
1398,,2024-01-26,2668.25,EUR,DEBIT,ONLINE,POSTED
1399,0,2024-02-02,4458.04,GBP,CREDIT,BRANCH,PENDING
1400,0,2024-01-16,4554.34,EUR,CREDIT,MOBILE,REVERSED
1401,257,2024-01-03,835.51,USD,TRANSFER,ONLINE,PENDING
1402,0,2024-03-13,304.91,GBP,DEBIT,MOBILE,PENDING
1403,0,2024-03-06,4857.72,EUR,CREDIT,MOBILE,REVERSED
1404,205,2024-03-18,1358.2,EUR,DEBIT,ONLINE,REVERSED
1405,0,2024-03-30,45.3,GBP,CREDIT,BRANCH,PENDING
1406,151,2024-02-04,2761.2,EUR,DEBIT,ATM,REVERSED
1407,0,2024-01-06,3198.44,USD,DEBIT,BRANCH,POSTED
1408,0,2024-02-01,4947.69,EUR,TRANSFER,ATM,POSTED
1409,0,2024-03-21,3026.19,USD,CREDIT,ATM,REVERSED
1410,135,2024-01-18,2042.31,GBP,CREDIT,BRANCH,POSTED
1411,0,2024-01-02,4119.83,EUR,TRANSFER,BRANCH,POSTED
1412,0,2024-01-03,2687.41,GBP,DEBIT,MOBILE,REVERSED
1413,0,2024-03-21,3171.89,GBP,DEBIT,MOBILE,POSTED
1414,0,2024-01-27,2908.74,USD,DEBIT,MOBILE,POSTED
1415,,2024-02-25,1843.83,USD,DEBIT,MOBILE,POSTED
1416,0,2024-01-23,945.11,USD,TRANSFER,ONLINE,REVERSED
1417,0,2024-02-09,815.43,EUR,CREDIT,ONLINE,POSTED
1418,0,2024-02-24,1227.02,GBP,CREDIT,ATM,REVERSED
1419,0,2024-01-02,3016.86,USD,CREDIT,ATM,POSTED
1420,390,2024-03-23,4673.45,EUR,DEBIT,ATM,PENDING
1421,0,2024-03-21,2998.59,EUR,DEBIT,BRANCH,REVERSED
1422,0,2024-01-18,2402.65,GBP,CREDIT,ONLINE,PENDING
1423,0,2024-01-20,1219.8,GBP,TRANSFER,BRANCH,REVERSED
1424,0,2024-01-03,4124.8,EUR,TRANSFER,BRANCH,POSTED
1425,0,2024-02-23,710.03,EUR,DEBIT,ONLINE,PENDING
1426,0,2024-02-15,3277.17,EUR,TRANSFER,MOBILE,REVERSED
1427,421,2024-01-15,2459.61,EUR,DEBIT,ATM,PENDING
1428,0,2024-03-19,1669.29,USD,DEBIT,ATM,REVERSED
1429,0,2024-02-24,2652.87,GBP,DEBIT,MOBILE,POSTED
1430,351,2024-02-08,3124.17,USD,CREDIT,ATM,PENDING
1431,338,2024-02-17,4664.48,GBP,DEBIT,ATM,POSTED
1432,75,2024-02-10,739.75,USD,TRANSFER,MOBILE,POSTED
1433,0,2024-02-24,4797.97,USD,DEBIT,ATM,PENDING
1434,93,2024-02-19,1763.69,USD,CREDIT,MOBILE,REVERSED
1435,308,2024-03-22,1667.99,GBP,DEBIT,MOBILE,PENDING
1436,0,2024-03-09,2669.32,GBP,TRANSFER,ONLINE,PENDING
1437,0,2024-02-23,2635.2,GBP,TRANSFER,ONLINE,REVERSED
1438,0,2024-02-16,15.33,EUR,CREDIT,MOBILE,POSTED
1439,30,2024-02-14,1804.93,EUR,CREDIT,MOBILE,POSTED
1440,282,2024-02-23,1213.24,EUR,DEBIT,ONLINE,POSTED
1441,360,2024-01-19,1887.93,EUR,TRANSFER,MOBILE,PENDING
1442,0,2024-01-14,3314.07,EUR,CREDIT,ONLINE,POSTED
1443,0,2024-01-19,395.89,EUR,DEBIT,MOBILE,POSTED
1444,240,2024-01-18,3740.79,GBP,CREDIT,MOBILE,PENDING
1445,,2024-02-26,3907.2,GBP,DEBIT,BRANCH,POSTED
1446,0,2024-03-23,161.56,EUR,TRANSFER,ONLINE,POSTED
1447,0,2024-02-24,3399.84,USD,TRANSFER,BRANCH,REVERSED
1448,0,2024-01-30,2118.93,EUR,CREDIT,ATM,REVERSED
1449,0,2024-01-17,3715.93,USD,TRANSFER,ATM,POSTED
1450,0,2024-03-12,3025.81,EUR,TRANSFER,MOBILE,PENDING
1451,0,2024-03-23,2026.09,USD,DEBIT,ATM,PENDING
1452,0,2024-01-25,1350.33,EUR,DEBIT,BRANCH,REVERSED
1453,171,2024-01-04,1198.41,EUR,TRANSFER,ATM,POSTED
1454,0,2024-01-02,3782.85,USD,DEBIT,ONLINE,REVERSED
1455,123,2024-02-04,426.11,GBP,TRANSFER,ATM,REVERSED
1456,247,2024-01-06,241.2,EUR,CREDIT,ATM,PENDING
1457,490,2024-02-20,2501.58,USD,CREDIT,BRANCH,POSTED
1458,,2024-01-13,1657.26,GBP,TRANSFER,ATM,REVERSED
1459,76,2024-01-04,2936.29,USD,CREDIT,ATM,PENDING
1460,0,2024-03-28,2316.07,GBP,DEBIT,ONLINE,POSTED
1461,334,2024-01-19,3844.36,EUR,TRANSFER,BRANCH,PENDING
1462,173,2024-02-07,1802.22,USD,DEBIT,MOBILE,POSTED
1463,0,2024-03-19,3034.78,EUR,TRANSFER,MOBILE,POSTED
1464,73,2024-02-09,2736.13,EUR,CREDIT,ATM,PENDING
1465,0,2024-02-07,808.2,USD,TRANSFER,BRANCH,PENDING
1466,0,2024-01-23,3553.56,USD,CREDIT,MOBILE,PENDING
1467,226,2024-03-24,4620.88,EUR,TRANSFER,MOBILE,POSTED
1468,0,2024-02-06,2005.3,GBP,TRANSFER,ONLINE,PENDING
1469,0,2024-03-20,4760.27,USD,DEBIT,MOBILE,REVERSED
1470,0,2024-03-28,214.34,GBP,DEBIT,ONLINE,REVERSED
1471,4,2024-01-20,4265.45,USD,CREDIT,ONLINE,REVERSED
1472,0,2024-01-10,1116.03,USD,TRANSFER,ATM,PENDING
1473,0,2024-03-23,2676.04,USD,DEBIT,ATM,POSTED
1474,,2024-02-20,3841.32,EUR,CREDIT,BRANCH,POSTED
1475,0,2024-03-18,2431.99,GBP,TRANSFER,MOBILE,POSTED
1476,0,2024-01-05,2725.86,USD,DEBIT,ONLINE,PENDING
1477,0,2024-03-17,3871.25,EUR,CREDIT,MOBILE,PENDING
1478,0,2024-01-28,4340.23,GBP,CREDIT,BRANCH,PENDING
1479,0,2024-01-11,709.55,USD,CREDIT,ATM,PENDING
1480,231,2024-02-23,2624.36,GBP,CREDIT,ONLINE,POSTED
1481,0,2024-02-24,1710.75,USD,DEBIT,ONLINE,PENDING
1482,246,2024-03-01,2678.0,EUR,TRANSFER,MOBILE,PENDING
1483,292,2024-02-19,4115.26,GBP,TRANSFER,ONLINE,POSTED
1484,,2024-03-15,3082.95,USD,TRANSFER,BRANCH,POSTED
1485,0,2024-02-28,4669.16,USD,CREDIT,ATM,REVERSED
1486,0,2024-03-07,3611.71,USD,DEBIT,MOBILE,REVERSED
1487,49,2024-01-05,1093.9,EUR,CREDIT,ONLINE,REVERSED
1488,0,2024-02-14,1049.61,EUR,TRANSFER,ATM,PENDING
1489,8,2024-02-08,4483.38,GBP,DEBIT,MOBILE,REVERSED
1490,211,2024-02-22,1759.29,GBP,CREDIT,BRANCH,POSTED
1491,234,2024-02-24,1866.23,GBP,TRANSFER,ONLINE,REVERSED
1492,0,2024-02-06,4225.61,GBP,TRANSFER,MOBILE,REVERSED
1493,0,2024-03-20,4689.57,EUR,DEBIT,ATM,POSTED
1494,0,2024-03-19,4662.55,EUR,CREDIT,ATM,REVERSED
1495,0,2024-03-15,4029.55,GBP,CREDIT,MOBILE,POSTED
1496,0,2024-02-28,2758.39,EUR,DEBIT,MOBILE,POSTED
1497,0,2024-02-29,2065.26,GBP,TRANSFER,MOBILE,POSTED
1498,400,2024-01-29,2538.3,USD,TRANSFER,BRANCH,PENDING
1499,407,2024-02-23,3366.83,EUR,CREDIT,ATM,POSTED
1500,0,2024-02-17,4204.01,GBP,TRANSFER,BRANCH,PENDING
1501,0,2024-03-14,4964.15,EUR,TRANSFER,MOBILE,POSTED
1502,0,2024-02-20,4142.92,GBP,CREDIT,ONLINE,REVERSED
1503,0,2024-01-23,2016.19,USD,TRANSFER,ONLINE,PENDING
1504,0,2024-01-17,2521.78,GBP,TRANSFER,MOBILE,REVERSED
1505,428,2024-03-11,796.11,USD,DEBIT,ATM,POSTED
1506,0,2024-01-02,3144.84,GBP,DEBIT,ATM,REVERSED
1507,,2024-01-11,2859.4,EUR,TRANSFER,ONLINE,PENDING
1508,0,2024-02-15,933.59,GBP,DEBIT,BRANCH,POSTED
1509,0,2024-02-01,3631.84,USD,CREDIT,ATM,PENDING
1510,0,2024-01-19,3137.56,GBP,TRANSFER,ATM,POSTED
1511,0,2024-03-17,614.3,EUR,CREDIT,BRANCH,POSTED
1512,0,2024-03-04,4223.27,EUR,CREDIT,ATM,PENDING
1513,211,2024-01-10,2433.1,GBP,DEBIT,ONLINE,REVERSED
1514,0,2024-02-10,3168.13,USD,DEBIT,ONLINE,PENDING
1515,0,2024-01-23,3298.67,GBP,TRANSFER,ATM,POSTED
1516,177,2024-03-02,4974.59,GBP,TRANSFER,ATM,POSTED
1517,0,2024-02-02,4632.99,EUR,TRANSFER,ATM,REVERSED
1518,0,2024-03-06,3805.04,EUR,CREDIT,ATM,POSTED
1519,0,2024-01-18,1099.59,GBP,TRANSFER,ONLINE,PENDING
1520,0,2024-01-26,4766.19,USD,TRANSFER,BRANCH,PENDING
1521,,2024-03-04,2180.87,USD,DEBIT,BRANCH,POSTED
1522,0,2024-02-05,4809.39,EUR,TRANSFER,BRANCH,POSTED
1523,488,2024-03-03,2167.92,USD,CREDIT,BRANCH,PENDING
1524,0,2024-03-18,1915.85,EUR,TRANSFER,BRANCH,PENDING
1525,419,2024-01-09,2247.57,EUR,TRANSFER,BRANCH,REVERSED
1526,0,2024-03-18,4133.61,GBP,TRANSFER,BRANCH,PENDING
1527,0,2024-01-24,4045.39,USD,DEBIT,BRANCH,POSTED
1528,0,2024-03-25,1858.93,EUR,CREDIT,ATM,POSTED
1529,0,2024-01-02,3584.3,EUR,CREDIT,BRANCH,POSTED
1530,0,2024-02-19,1418.79,EUR,TRANSFER,ONLINE,POSTED
1531,0,2024-03-18,4731.41,GBP,DEBIT,MOBILE,REVERSED
1532,162,2024-02-10,991.55,EUR,CREDIT,MOBILE,POSTED
1533,215,2024-01-16,621.34,EUR,TRANSFER,BRANCH,REVERSED
1534,0,2024-03-14,107.32,EUR,TRANSFER,ATM,PENDING
1535,0,2024-02-21,186.0,GBP,TRANSFER,ATM,PENDING
1536,0,2024-01-09,2350.0,USD,TRANSFER,BRANCH,PENDING
1537,0,2024-02-14,2002.32,GBP,CREDIT,MOBILE,REVERSED
1538,0,2024-02-08,3482.59,USD,CREDIT,ATM,PENDING
1539,52,2024-01-04,1120.85,EUR,DEBIT,ATM,PENDING
1540,370,2024-02-25,1132.48,EUR,DEBIT,BRANCH,REVERSED
1541,478,2024-03-29,4340.21,USD,DEBIT,ATM,POSTED
1542,38,2024-02-03,1647.32,GBP,CREDIT,BRANCH,REVERSED
1543,0,2024-01-18,2917.68,EUR,DEBIT,BRANCH,POSTED
1544,454,2024-02-22,3184.88,GBP,DEBIT,ONLINE,REVERSED
1545,0,2024-03-03,4881.77,USD,TRANSFER,MOBILE,POSTED
1546,0,2024-02-07,3557.2,USD,TRANSFER,ONLINE,REVERSED
1547,0,2024-01-27,3475.13,EUR,CREDIT,ATM,POSTED
1548,0,2024-01-28,2341.28,USD,DEBIT,MOBILE,POSTED
1549,0,2024-03-16,3808.25,GBP,CREDIT,BRANCH,REVERSED
1550,0,2024-01-20,4239.19,EUR,DEBIT,ONLINE,PENDING
1551,0,2024-02-27,4339.43,GBP,DEBIT,MOBILE,POSTED
1552,0,2024-02-24,821.82,USD,TRANSFER,ATM,POSTED
1553,0,2024-01-14,3725.38,EUR,DEBIT,MOBILE,POSTED
1554,0,2024-03-01,3309.77,USD,CREDIT,BRANCH,POSTED
1555,43,2024-02-15,2157.94,EUR,CREDIT,MOBILE,REVERSED
1556,0,2024-02-26,1363.67,EUR,DEBIT,MOBILE,REVERSED
1557,99,2024-02-07,948.06,EUR,TRANSFER,BRANCH,REVERSED
1558,0,2024-03-07,2168.39,GBP,DEBIT,ONLINE,POSTED
1559,0,2024-01-07,4475.4,GBP,CREDIT,ONLINE,POSTED
1560,0,2024-02-05,1133.1,GBP,TRANSFER,MOBILE,PENDING
1561,0,2024-01-29,3669.89,GBP,CREDIT,MOBILE,POSTED
1562,0,2024-01-27,1738.82,USD,TRANSFER,BRANCH,REVERSED
1563,0,2024-01-24,2516.7,GBP,TRANSFER,MOBILE,REVERSED
1564,0,2024-03-29,1193.86,USD,TRANSFER,ATM,POSTED
1565,0,2024-02-28,710.03,EUR,TRANSFER,MOBILE,PENDING
1566,0,2024-01-23,4871.88,EUR,DEBIT,ATM,REVERSED
1567,0,2024-03-01,2916.21,USD,DEBIT,MOBILE,POSTED
1568,0,2024-01-03,2836.77,USD,DEBIT,ONLINE,POSTED
1569,51,2024-02-08,4019.66,USD,CREDIT,MOBILE,REVERSED
1570,0,2024-03-10,1287.44,USD,CREDIT,BRANCH,PENDING
1571,0,2024-02-15,1506.37,USD,TRANSFER,MOBILE,POSTED
1572,0,2024-03-07,3641.35,EUR,DEBIT,MOBILE,POSTED
1573,0,2024-01-19,1786.61,EUR,DEBIT,MOBILE,PENDING
1574,0,2024-01-12,970.02,USD,TRANSFER,ATM,PENDING
1575,347,2024-03-10,4496.21,USD,TRANSFER,ONLINE,PENDING
1576,178,2024-02-12,1955.74,USD,CREDIT,BRANCH,POSTED
1577,0,2024-03-07,3509.48,GBP,DEBIT,MOBILE,PENDING
1578,0,2024-02-14,1442.75,EUR,CREDIT,ONLINE,PENDING
1579,0,2024-03-07,4833.39,GBP,TRANSFER,ONLINE,PENDING
1580,0,2024-01-09,3999.13,EUR,CREDIT,ATM,POSTED
1581,0,2024-03-16,618.06,USD,CREDIT,ATM,PENDING
