id,client_id,amount,transaction_type,date
2354,1006,1561,purchase,2023-08-01
2355,1016,1955,transfer,2023-05-01
2356,1017,738,refund,2023-03-08
2357,1010,586,purchase,2023-03-31
2358,1005,1695,purchase,2023-04-21
2359,1005,503,withdrawal,2023-01-04
2360,1018,1431,refund,2023-06-24
2361,1016,444,transfer,2023-10-30
2362,1009,1682,refund,2023-07-09
2363,1013,1294,purchase,2023-08-06
2364,1020,684,withdrawal,2023-08-12
2365,1012,393,payment,2023-05-01
2366,1014,1256,purchase,2023-10-15
2367,1005,828,transfer,2023-11-18
2368,1007,982,transfer,2023-12-28
2369,1017,1977,transfer,2023-06-18
2370,1005,1136,purchase,2023-02-10
2371,1006,1806,transfer,2023-09-24
2372,1017,1818,payment,2023-01-21
2373,1014,1352,transfer,2023-03-02
2374,1001,1999,payment,2023-05-20
2375,1005,1585,transfer,2023-07-29
2376,1008,1929,refund,2023-02-28
2377,1018,1127,payment,2023-01-27
2378,1004,779,payment,2023-06-24
2379,1008,999,withdrawal,2023-06-27
2380,1002,1777,refund,2023-09-09
2381,1016,783,refund,2023-03-22
2382,1006,1345,transfer,2023-11-16
2383,1014,1997,refund,2023-02-24
2384,1010,843,refund,2023-11-10
2385,1005,908,withdrawal,2023-07-26
2386,1004,100,transfer,2023-09-11
2387,1010,1453,payment,2023-11-16
2388,1012,822,purchase,2023-11-25
2389,1009,158,payment,2023-07-08
2390,1013,293,refund,2023-03-08
2391,1016,1759,transfer,2023-07-21
2392,1014,931,transfer,2023-02-03
2393,1005,1404,withdrawal,2023-05-08
2394,1015,1363,refund,2023-11-20
2395,1019,318,transfer,2023-02-01
2396,1002,1696,transfer,2023-09-22
2397,1012,885,purchase,2023-05-18
2398,1010,1677,transfer,2023-02-10
2399,1002,1361,payment,2023-06-06
2400,1016,1301,refund,2023-08-09
2401,1020,1853,transfer,2023-11-03
2402,1007,1582,purchase,2023-10-01
2403,1014,1341,purchase,2023-11-21
2404,1017,435,refund,2023-06-22
2405,1012,1343,payment,2023-09-26
2406,1006,399,withdrawal,2023-08-20
2407,1010,925,payment,2023-04-08
2408,1018,1065,payment,2023-12-26
2409,1015,1295,refund,2023-06-21
2410,1019,1791,payment,2023-07-02
2411,1017,655,transfer,2023-02-05
2412,1004,1743,transfer,2023-08-18
2413,1010,415,refund,2023-09-09
2414,1004,527,withdrawal,2023-03-22
2415,1004,1586,purchase,2023-07-31
2416,1019,501,purchase,2023-11-25
2417,1001,427,purchase,2023-07-27
2418,1016,1788,withdrawal,2023-05-31
2419,1011,1049,payment,2023-05-25
2420,1017,1751,purchase,2023-07-20
2421,1013,1876,purchase,2023-10-03
2422,1002,1600,purchase,2023-12-09
2423,1015,1269,payment,2023-01-19
2424,1004,856,refund,2023-08-17
2425,1018,660,withdrawal,2023-07-18
2426,1006,656,purchase,2023-04-11
2427,1016,1651,payment,2023-10-08
2428,1009,496,transfer,2023-12-15
2429,1001,1748,refund,2023-02-12
2430,1017,1457,purchase,2023-03-22
2431,1017,722,transfer,2023-03-29
2432,1014,1797,purchase,2023-11-24
2433,1018,1086,payment,2023-09-26
2434,1002,1602,purchase,2023-04-21
2435,1005,386,transfer,2023-02-12
2436,1004,245,withdrawal,2023-07-10
2437,1003,1426,withdrawal,2023-07-15
2438,1007,1887,transfer,2023-05-14
2439,1013,1479,refund,2023-01-17
2440,1006,179,refund,2023-10-24
2441,1018,817,transfer,2023-01-30
2442,1002,700,withdrawal,2023-08-30
2443,1015,1666,transfer,2023-11-30
2444,1002,1437,purchase,2023-06-10
2445,1018,148,transfer,2023-02-26
2446,1017,782,payment,2023-12-15
2447,1020,1383,purchase,2023-12-27
2448,1007,1751,refund,2023-07-29
2449,1016,957,refund,2023-03-17
2450,1007,459,withdrawal,2023-10-25
2451,1004,522,withdrawal,2023-07-18
2452,1017,1275,transfer,2023-06-03
2453,1016,990,withdrawal,2023-04-27
2454,1008,330,payment,2023-04-24
2455,1009,1281,withdrawal,2023-08-27
2456,1004,473,purchase,2023-08-31
2457,1009,243,purchase,2023-02-25
2458,1019,307,payment,2023-08-16
2459,1017,452,withdrawal,2023-03-02
2460,1011,864,payment,2023-10-16
2461,1018,1577,refund,2023-03-05
2462,1013,1626,refund,2023-11-07
2463,1010,184,transfer,2023-06-12
2464,1008,964,payment,2023-08-15
2465,1006,788,refund,2023-04-17
2466,1009,620,refund,2023-11-18
2467,1008,496,payment,2023-10-15
2468,1002,160,refund,2023-05-24
2469,1010,153,refund,2023-11-07
2470,1015,1341,refund,2023-08-19
2471,1007,1727,transfer,2023-07-21
2472,1003,1444,withdrawal,2023-06-11
2473,1017,1160,transfer,2023-08-25
2474,1003,1768,withdrawal,2023-12-07
2475,1017,1114,transfer,2023-04-16
2476,1018,147,withdrawal,2023-09-14
2477,1014,1138,refund,2023-04-02
2478,1009,399,withdrawal,2023-01-12
2479,1003,1569,withdrawal,2023-12-01
2480,1012,1731,refund,2023-01-13
2481,1012,199,withdrawal,2023-12-23
2482,1008,508,refund,2023-10-07
2483,1015,1177,refund,2023-09-03
2484,1020,684,refund,2023-10-25
2485,1007,206,transfer,2023-06-11
2486,1012,206,payment,2023-01-07
2487,1019,1763,payment,2023-11-30
2488,1014,903,payment,2023-04-16
2489,1002,1353,purchase,2023-02-15
2490,1013,1500,withdrawal,2023-05-13
2491,1007,653,purchase,2023-09-21
2492,1007,1487,payment,2023-03-23
2493,1005,1326,transfer,2023-10-23
2494,1002,1287,payment,2023-03-05
2495,1007,1892,refund,2023-03-06
2496,1011,1433,withdrawal,2023-10-19
2497,1006,1050,payment,2023-07-16
2498,1011,1401,payment,2023-10-17
2499,1012,1799,payment,2023-11-03
2500,1019,553,purchase,2023-08-26
2501,1020,1717,purchase,2023-10-12
2502,1019,966,withdrawal,2023-10-17
2503,1001,1939,refund,2023-09-09
2504,1020,1256,payment,2023-04-14
2505,1020,549,withdrawal,2023-05-12
2506,1003,324,transfer,2023-06-06
2507,1011,1155,withdrawal,2023-04-07
2508,1012,1608,withdrawal,2023-05-01
2509,1011,571,purchase,2023-10-17
2510,1001,1373,purchase,2023-04-13
2511,1017,714,refund,2023-10-17
2512,1013,901,refund,2023-02-19
2513,1011,860,payment,2023-03-16
2514,1005,1778,transfer,2023-07-03
2515,1016,923,withdrawal,2023-03-29
2516,1005,296,purchase,2023-09-02
2517,1007,1268,payment,2023-12-27
2518,1010,1755,refund,2023-07-29
2519,1005,354,purchase,2023-10-31
2520,1017,573,purchase,2023-02-14
2521,1007,256,refund,2023-06-22
2522,1005,1418,transfer,2023-03-05
2523,1002,484,transfer,2023-03-30
2524,1020,1462,withdrawal,2023-01-13
2525,1004,512,refund,2023-09-16
2526,1012,175,refund,2023-01-04
2527,1005,370,withdrawal,2023-09-16
2528,1016,1774,withdrawal,2023-05-31
2529,1006,298,purchase,2023-01-30
2530,1014,474,refund,2023-01-13
2531,1019,1984,purchase,2023-09-30
2532,1016,1539,payment,2023-04-04
2533,1003,1334,transfer,2023-11-03
2534,1003,1821,purchase,2023-08-09
2535,1017,1404,payment,2023-06-26
2536,1018,1030,purchase,2023-03-06
2537,1007,769,transfer,2023-05-07
2538,1001,433,purchase,2023-03-22
2539,1003,763,transfer,2023-02-28
2540,1005,1924,transfer,2023-06-26
2541,1013,1564,refund,2023-10-07
2542,1011,578,purchase,2023-12-11
2543,1014,1949,withdrawal,2023-01-06
2544,1013,373,refund,2023-12-02
2545,1019,1850,purchase,2023-04-14
2546,1016,1713,transfer,2023-03-29
2547,1011,1401,payment,2023-04-15
2548,1002,914,payment,2023-06-28
2549,1011,1151,refund,2023-02-15
2550,1004,850,purchase,2023-07-26
2551,1015,763,withdrawal,2023-10-24
2552,1007,230,withdrawal,2023-10-09
2553,1014,1987,purchase,2023-04-10
2554,1004,966,refund,2023-11-30
2555,1007,736,refund,2023-03-11
2556,1003,1576,payment,2023-08-15
2557,1008,1440,purchase,2023-09-19
2558,1013,1810,transfer,2023-01-07
2559,1009,181,refund,2023-12-24
2560,1004,543,purchase,2023-12-17
2561,1015,730,purchase,2023-05-31
2562,1018,689,payment,2023-09-06
2563,1020,594,transfer,2023-07-27
2564,1012,892,refund,2023-08-14
2565,1019,1920,refund,2023-01-15
2566,1005,675,purchase,2023-03-06
2567,1006,819,withdrawal,2023-08-25
2568,1018,1894,refund,2023-04-02
2569,1011,986,payment,2023-04-03
2570,1003,900,transfer,2023-12-07
2571,1020,933,purchase,2023-09-24
2572,1004,346,payment,2023-10-22
2573,1012,271,purchase,2023-07-27
2574,1005,1430,withdrawal,2023-01-29
2575,1016,1889,purchase,2023-02-26
2576,1014,854,refund,2023-07-18
2577,1012,277,withdrawal,2023-11-05
2578,1007,1466,purchase,2023-05-26
2579,1010,937,payment,2023-12-31
2580,1009,1674,refund,2023-11-14
2581,1004,392,payment,2023-02-25
2582,1001,1990,purchase,2023-10-29
2583,1018,1594,payment,2023-03-26
2584,1008,1041,payment,2023-01-15
2585,1017,1666,purchase,2023-03-15
2586,1004,899,purchase,2023-08-22
2587,1003,1309,withdrawal,2023-08-17
2588,1010,953,payment,2023-09-08
2589,1004,839,transfer,2023-11-07
2590,1015,327,refund,2023-05-10
2591,1011,726,payment,2023-11-01
2592,1001,1988,payment,2023-03-11
2593,1007,1723,refund,2023-11-22
2594,1018,1746,withdrawal,2023-08-12
2595,1008,864,refund,2023-11-21
2596,1003,823,transfer,2023-08-22
2597,1006,119,refund,2023-07-16
2598,1018,595,purchase,2023-08-06
2599,1008,1329,refund,2023-06-08
2600,1014,248,payment,2023-05-13
2601,1016,712,payment,2023-05-04
2602,1013,746,withdrawal,2023-05-30
2603,1017,890,transfer,2023-08-17
2604,1007,152,payment,2023-04-08
2605,1020,1270,purchase,2023-01-06
2606,1007,1790,payment,2023-01-07
2607,1001,995,refund,2023-06-26
2608,1009,469,transfer,2023-10-02
2609,1003,676,payment,2023-11-14
2610,1018,459,refund,2023-05-07
2611,1015,1094,refund,2023-11-11
2612,1003,1325,transfer,2023-06-05
2613,1011,1279,purchase,2023-01-20
2614,1002,1486,payment,2023-02-03
2615,1007,182,transfer,2023-07-29
2616,1004,1172,withdrawal,2023-07-18
2617,1012,1123,purchase,2023-01-30
2618,1007,925,withdrawal,2023-09-29
2619,1002,1888,refund,2023-09-19
2620,1005,1152,payment,2023-08-10
2621,1008,478,payment,2023-04-01
2622,1012,1304,refund,2023-04-29
2623,1008,145,purchase,2023-03-12
2624,1012,961,withdrawal,2023-06-06
2625,1017,1897,refund,2023-10-28
2626,1019,1197,withdrawal,2023-06-07
2627,1015,1204,refund,2023-05-04
2628,1008,946,refund,2023-08-30
2629,1003,412,payment,2023-07-04
2630,1014,951,payment,2023-09-03
2631,1020,556,withdrawal,2023-06-10
2632,1014,1557,withdrawal,2023-10-22
2633,1016,1218,transfer,2023-08-18
2634,1020,688,withdrawal,2023-10-11
2635,1006,574,refund,2023-08-09
2636,1013,217,transfer,2023-06-15
2637,1014,448,transfer,2023-08-02
2638,1020,1156,payment,2023-02-28
2639,1002,1493,payment,2023-07-18
2640,1020,1229,withdrawal,2023-10-06
2641,1017,232,withdrawal,2023-04-06
2642,1006,1137,withdrawal,2023-08-06
2643,1003,1239,payment,2023-05-01
2644,1003,1227,transfer,2023-06-28
2645,1013,490,purchase,2023-04-17
2646,1006,1281,withdrawal,2023-09-14
2647,1008,1846,withdrawal,2023-01-08
2648,1013,500,transfer,2023-08-19
2649,1012,1702,payment,2023-02-11
2650,1002,1558,transfer,2023-12-06
2651,1013,1051,purchase,2023-05-04
2652,1013,1745,withdrawal,2023-03-29
2653,1003,1302,refund,2023-12-24
2654,1007,1582,payment,2023-11-12
2655,1003,660,purchase,2023-10-05
2656,1004,309,refund,2023-08-14
2657,1003,1817,withdrawal,2023-01-04
2658,1013,1286,withdrawal,2023-03-24
2659,1018,1976,withdrawal,2023-10-20
2660,1009,411,payment,2023-05-10
2661,1016,1390,transfer,2023-12-30
2662,1014,1258,refund,2023-03-17
2663,1003,1064,purchase,2023-12-21
2664,1019,778,payment,2023-10-25
2665,1014,596,refund,2023-11-08
2666,1018,1225,refund,2023-11-10
2667,1018,1206,refund,2023-10-03
2668,1016,363,withdrawal,2023-03-02
2669,1001,1746,withdrawal,2023-10-19
2670,1008,1239,purchase,2023-08-19
2671,1013,1025,payment,2023-03-15
2672,1015,1553,purchase,2023-09-21
2673,1002,716,transfer,2023-08-25
2674,1015,1921,transfer,2023-09-03
2675,1017,1832,purchase,2023-11-17
2676,1011,1568,refund,2023-10-21
2677,1007,1705,payment,2023-03-23
2678,1011,171,withdrawal,2023-09-04
2679,1019,745,transfer,2023-11-27
2680,1008,1317,transfer,2023-09-11
2681,1003,1199,purchase,2023-10-11
2682,1013,463,purchase,2023-07-06
2683,1010,1156,transfer,2023-05-29
2684,1017,1624,payment,2023-07-30
2685,1015,1406,withdrawal,2023-06-16
2686,1019,487,transfer,2023-04-05
2687,1019,1710,refund,2023-10-27
2688,1019,1695,purchase,2023-03-19
2689,1014,429,withdrawal,2023-07-23
2690,1004,1181,withdrawal,2023-01-26
2691,1013,508,withdrawal,2023-06-26
2692,1019,346,payment,2023-03-04
2693,1014,936,payment,2023-03-25
2694,1008,1354,withdrawal,2023-08-31
2695,1019,127,transfer,2023-10-05
2696,1003,510,withdrawal,2023-05-10
2697,1018,610,refund,2023-11-29
2698,1008,1632,payment,2023-11-18
2699,1009,912,withdrawal,2023-07-10
2700,1017,1155,purchase,2023-09-01
2701,1018,1132,transfer,2023-10-27
2702,1008,664,purchase,2023-09-04
2703,1011,1821,purchase,2023-07-05
2704,1005,1486,withdrawal,2023-11-17
2705,1001,1126,transfer,2023-03-26
2706,1007,1088,refund,2023-07-06
2707,1008,890,transfer,2023-10-11
2708,1013,1563,refund,2023-09-27
2709,1002,711,transfer,2023-05-09
2710,1010,592,payment,2023-04-03
2711,1007,311,refund,2023-12-08
2712,1008,1173,refund,2023-07-01
2713,1003,1793,refund,2023-04-29
2714,1019,1398,refund,2023-07-10
2715,1011,1574,payment,2023-06-13
2716,1003,544,refund,2023-05-24
2717,1016,1938,purchase,2023-01-09
2718,1017,722,transfer,2023-02-27
2719,1014,1174,withdrawal,2023-08-08
2720,1013,166,refund,2023-09-04
2721,1005,1826,transfer,2023-04-28
2722,1004,840,transfer,2023-04-28
2723,1017,854,refund,2023-09-23
2724,1011,355,withdrawal,2023-05-30
2725,1005,1334,payment,2023-05-01
2726,1012,829,transfer,2023-06-06
2727,1013,1596,transfer,2023-11-20
2728,1010,796,withdrawal,2023-05-23
2729,1006,388,transfer,2023-02-01
2730,1003,1880,transfer,2023-06-25
2731,1011,276,payment,2023-03-04
2732,1005,1024,refund,2023-10-01
2733,1020,311,refund,2023-04-15
2734,1017,1193,refund,2023-10-23
2735,1012,757,payment,2023-02-23
2736,1019,307,purchase,2023-07-02
2737,1003,117,withdrawal,2023-11-27
2738,1018,681,transfer,2023-04-27
2739,1004,231,withdrawal,2023-06-19
2740,1017,1907,payment,2023-05-26
2741,1004,1944,purchase,2023-01-24
2742,1018,104,purchase,2023-10-03
2743,1016,1702,purchase,2023-06-14
2744,1013,547,refund,2023-03-02
2745,1004,223,transfer,2023-11-06
2746,1006,135,purchase,2023-03-06
2747,1003,935,transfer,2023-04-07
2748,1004,776,payment,2023-10-27
2749,1010,1687,transfer,2023-06-21
2750,1013,722,payment,2023-07-13
2751,1012,994,purchase,2023-02-07
2752,1002,1089,withdrawal,2023-01-20
2753,1008,160,refund,2023-12-15
2754,1009,131,transfer,2023-06-04
2755,1001,1230,transfer,2023-02-18
2756,1018,1255,withdrawal,2023-09-04
2757,1007,611,withdrawal,2023-06-04
2758,1004,886,payment,2023-02-26
2759,1012,313,refund,2023-09-28
2760,1017,597,purchase,2023-11-21
2761,1017,1691,withdrawal,2023-10-22
2762,1002,1166,refund,2023-05-26
2763,1011,206,payment,2023-05-05
2764,1006,496,refund,2023-12-13
2765,1002,274,withdrawal,2023-11-30
2766,1011,629,payment,2023-03-12
2767,1011,1375,purchase,2023-09-10
2768,1011,308,purchase,2023-04-16
2769,1004,1358,transfer,2023-11-23
2770,1002,371,transfer,2023-04-29
2771,1001,1145,purchase,2023-12-22
2772,1018,1391,withdrawal,2023-02-11
2773,1018,1251,transfer,2023-06-23
2774,1011,1474,withdrawal,2023-06-01
2775,1016,1065,withdrawal,2023-11-23
2776,1007,1083,purchase,2023-09-06
2777,1014,420,purchase,2023-06-05
2778,1009,1432,withdrawal,2023-05-19
2779,1009,752,payment,2023-06-16
2780,1001,309,refund,2023-03-23
2781,1008,1347,withdrawal,2023-09-14
2782,1012,142,payment,2023-03-23
2783,1004,776,withdrawal,2023-03-31
2784,1012,1809,transfer,2023-07-11
2785,1017,520,purchase,2023-02-27
2786,1014,567,payment,2023-05-26
2787,1014,807,withdrawal,2023-02-28
2788,1002,127,payment,2023-10-27
2789,1020,417,transfer,2023-12-16
2790,1007,903,payment,2023-12-14
2791,1016,1925,withdrawal,2023-10-04
2792,1013,966,transfer,2023-07-30
2793,1016,1981,refund,2023-04-12
2794,1005,228,refund,2023-06-23
2795,1003,1116,purchase,2023-09-26
2796,1008,1071,refund,2023-06-24
2797,1009,1998,purchase,2023-07-13
2798,1006,1042,transfer,2023-02-09
2799,1008,1553,withdrawal,2023-05-16
2800,1006,522,refund,2023-07-10
2801,1014,1926,withdrawal,2023-07-03
2802,1010,1567,withdrawal,2023-07-03
2803,1001,1366,payment,2023-10-16
2804,1019,1025,purchase,2023-04-06
2805,1001,1843,transfer,2023-02-25
2806,1011,1096,purchase,2023-01-30
2807,1010,1854,refund,2023-01-16
2808,1006,427,withdrawal,2023-11-21
2809,1012,269,purchase,2023-06-17
2810,1009,313,refund,2023-02-25
2811,1018,283,refund,2023-05-14
2812,1020,645,purchase,2023-05-04
2813,1014,1224,payment,2023-09-13
2814,1006,1828,purchase,2023-12-25
2815,1017,1317,withdrawal,2023-02-17
2816,1002,166,payment,2023-08-08
2817,1015,544,transfer,2023-07-21
2818,1002,1436,purchase,2023-11-29
2819,1010,1679,purchase,2023-09-14
2820,1015,957,withdrawal,2023-08-25
2821,1016,1810,withdrawal,2023-10-29
2822,1002,1552,transfer,2023-04-07
2823,1001,1746,payment,2023-05-24
2824,1013,1656,transfer,2023-01-04
2825,1019,1174,payment,2023-07-27
2826,1020,1576,transfer,2023-12-09
2827,1011,1438,purchase,2023-12-12
2828,1018,1274,transfer,2023-07-30
2829,1013,161,purchase,2023-04-17
2830,1011,766,purchase,2023-03-01
2831,1007,247,purchase,2023-07-29
2832,1002,1353,transfer,2023-05-13
2833,1015,1834,withdrawal,2023-10-11
2834,1007,1919,transfer,2023-03-06
2835,1020,203,withdrawal,2023-03-26
2836,1002,1905,withdrawal,2023-07-05
2837,1002,492,payment,2023-07-20
2838,1003,634,payment,2023-05-09
2839,1009,503,payment,2023-11-03
2840,1019,1920,purchase,2023-05-23
2841,1002,117,transfer,2023-07-10
2842,1014,1591,transfer,2023-07-09
2843,1001,1243,transfer,2023-04-25
2844,1017,456,purchase,2023-12-08
2845,1009,525,withdrawal,2023-03-26
2846,1016,334,payment,2023-01-17
2847,1014,1736,payment,2023-11-21
2848,1002,686,purchase,2023-08-09
2849,1015,1955,purchase,2023-08-01
2850,1015,620,payment,2023-06-11
2851,1003,1298,refund,2023-08-23
2852,1001,210,payment,2023-11-04
2853,1005,1312,refund,2023-06-07
2854,1010,1324,payment,2023-01-12
2855,1019,714,purchase,2023-02-28
2856,1008,1168,payment,2023-07-31
2857,1012,1279,withdrawal,2023-03-08
2858,1019,1974,purchase,2023-06-25
2859,1007,250,refund,2023-05-07
2860,1002,168,payment,2023-09-09
2861,1001,415,refund,2023-07-04
2862,1018,1607,refund,2023-02-03
2863,1020,1039,purchase,2023-10-18
2864,1020,1463,purchase,2023-01-25
2865,1019,1415,withdrawal,2023-08-21
2866,1018,969,refund,2023-01-05
2867,1009,1532,withdrawal,2023-09-05
2868,1010,1087,purchase,2023-11-20
2869,1003,753,withdrawal,2023-07-02
2870,1006,1835,payment,2023-03-19
2871,1020,589,payment,2023-01-29
2872,1016,1827,withdrawal,2023-08-02
2873,1020,602,purchase,2023-12-04
2874,1013,614,purchase,2023-07-30
2875,1001,737,refund,2023-07-27
2876,1019,284,purchase,2023-10-19
2877,1003,229,withdrawal,2023-01-22
2878,1003,1248,withdrawal,2023-11-03
2879,1002,689,payment,2023-09-10
2880,1002,825,transfer,2023-09-09
2881,1005,1055,payment,2023-07-26
2882,1003,671,withdrawal,2023-12-27
2883,1019,1833,transfer,2023-05-11
2884,1002,109,purchase,2023-02-28
2885,1008,837,payment,2023-07-13
2886,1007,1225,refund,2023-06-19
2887,1018,708,purchase,2023-09-03
2888,1010,1905,transfer,2023-10-15
2889,1007,340,transfer,2023-12-05
2890,1010,930,refund,2023-07-27
2891,1014,1894,payment,2023-04-12
2892,1010,1342,refund,2023-04-07
2893,1010,1936,withdrawal,2023-01-24
2894,1010,459,refund,2023-03-04
2895,1004,911,refund,2023-04-07
2896,1007,1040,transfer,2023-08-21
2897,1007,1649,refund,2023-09-22
2898,1019,615,withdrawal,2023-06-13
2899,1009,1005,transfer,2023-04-10
2900,1020,1704,purchase,2023-06-20
2901,1017,319,refund,2023-07-14
2902,1020,887,transfer,2023-10-31
2903,1006,691,transfer,2023-11-10
2904,1017,667,withdrawal,2023-09-24
2905,1009,1158,purchase,2023-07-22
2906,1018,1596,transfer,2023-04-28
2907,1009,1967,payment,2023-07-05
2908,1007,1589,withdrawal,2023-03-31
2909,1001,738,purchase,2023-06-22
2910,1007,1786,payment,2023-11-18
2911,1013,1009,withdrawal,2023-12-25
2912,1018,520,withdrawal,2023-11-05
2913,1001,1737,withdrawal,2023-11-22
2914,1007,1274,purchase,2023-07-13
2915,1003,1332,transfer,2023-04-17
2916,1020,1606,payment,2023-08-21
2917,1008,466,refund,2023-02-22
2918,1015,200,transfer,2023-10-26
2919,1002,272,purchase,2023-04-28
2920,1017,183,transfer,2023-12-31
2921,1017,1106,withdrawal,2023-10-23
2922,1003,1409,payment,2023-09-02
2923,1005,1097,payment,2023-08-21
2924,1019,759,withdrawal,2023-04-23
2925,1015,859,withdrawal,2023-09-28
2926,1001,1887,withdrawal,2023-01-31
2927,1020,642,payment,2023-05-20
2928,1005,160,refund,2023-05-06
2929,1019,1539,transfer,2023-10-29
2930,1017,1546,refund,2023-05-20
2931,1016,1387,transfer,2023-10-19
2932,1018,145,transfer,2023-08-22
2933,1020,427,purchase,2023-01-27
2934,1008,1543,transfer,2023-02-10
2935,1017,1443,payment,2023-01-28
2936,1001,1977,payment,2023-05-29
2937,1018,563,withdrawal,2023-04-23
2938,1020,1462,purchase,2023-09-20
2939,1013,540,purchase,2023-01-02
2940,1007,1563,purchase,2023-10-29
2941,1004,1894,refund,2023-09-10
2942,1002,516,payment,2023-07-30
2943,1003,716,transfer,2023-01-18
2944,1005,204,payment,2023-02-09
2945,1017,1986,payment,2023-08-07
2946,1004,1160,refund,2023-01-15
2947,1014,1933,refund,2023-05-19
2948,1007,895,purchase,2023-05-06
2949,1020,1578,transfer,2023-01-03
2950,1009,273,payment,2023-12-18
2951,1001,1439,transfer,2023-09-27
2952,1019,547,withdrawal,2023-09-07
2953,1018,1817,refund,2023-12-11
2954,1012,1811,payment,2023-02-04
2955,1019,736,purchase,2023-10-12
2956,1001,1416,withdrawal,2023-02-24
2957,1018,755,withdrawal,2023-12-01
2958,1004,297,transfer,2023-05-19
2959,1002,1242,withdrawal,2023-06-19
2960,1004,1639,withdrawal,2023-06-26
2961,1019,1048,refund,2023-07-12
2962,1017,698,purchase,2023-03-15
2963,1013,1597,purchase,2023-02-16
2964,1001,466,refund,2023-07-10
2965,1005,506,transfer,2023-02-03
2966,1010,854,purchase,2023-09-20
2967,1012,107,withdrawal,2023-02-25
2968,1020,1975,purchase,2023-09-25
2969,1012,196,transfer,2023-06-05
2970,1007,227,transfer,2023-10-08
2971,1014,1260,withdrawal,2023-10-27
2972,1005,1281,refund,2023-06-06
2973,1009,637,payment,2023-05-09
2974,1010,257,refund,2023-07-19
2975,1004,441,purchase,2023-07-20
2976,1010,683,refund,2023-03-08
2977,1005,1153,withdrawal,2023-07-31
2978,1020,827,withdrawal,2023-03-30
2979,1008,1859,withdrawal,2023-12-28
2980,1001,170,purchase,2023-12-14
2981,1020,896,purchase,2023-10-25
2982,1020,555,transfer,2023-10-18
2983,1006,529,purchase,2023-12-01
2984,1016,1076,purchase,2023-08-28
2985,1020,1502,payment,2023-01-22
2986,1004,105,transfer,2023-06-20
2987,1011,968,withdrawal,2023-11-22
2988,1006,746,payment,2023-07-21
2989,1013,1479,refund,2023-05-31
2990,1001,1985,refund,2023-06-11
2991,1016,528,payment,2023-07-07
2992,1009,725,transfer,2023-09-29
2993,1013,1840,transfer,2023-02-17
2994,1019,859,payment,2023-09-17
2995,1001,1444,purchase,2023-01-28
2996,1016,896,withdrawal,2023-02-17
2997,1003,1829,purchase,2023-01-11
2998,1002,1043,payment,2023-07-17
2999,1020,793,transfer,2023-07-09
3000,1015,378,payment,2023-11-02
3001,1016,1065,refund,2023-02-13
3002,1018,804,refund,2023-11-29
3003,1011,1441,withdrawal,2023-12-31
3004,1016,939,transfer,2023-09-04
3005,1016,640,refund,2023-03-14
3006,1014,352,refund,2023-11-03
3007,1007,735,purchase,2023-10-10
3008,1009,1242,withdrawal,2023-11-10
3009,1007,1107,payment,2023-12-18
3010,1017,925,withdrawal,2023-04-03
3011,1003,494,refund,2023-04-06
3012,1003,1724,purchase,2023-12-31
3013,1014,490,withdrawal,2023-05-01
3014,1011,1375,transfer,2023-08-14
3015,1006,479,withdrawal,2023-01-29
3016,1017,575,refund,2023-09-10
3017,1010,546,withdrawal,2023-03-12
3018,1012,387,withdrawal,2023-09-04
3019,1017,1803,transfer,2023-04-29
3020,1020,1075,withdrawal,2023-10-29
3021,1014,428,transfer,2023-07-21
3022,1019,970,purchase,2023-05-10
3023,1016,410,purchase,2023-01-16
3024,1009,1914,payment,2023-11-06
3025,1008,625,purchase,2023-09-05
3026,1016,1704,refund,2023-08-13
3027,1014,1016,payment,2023-02-26
3028,1004,1266,withdrawal,2023-11-24
3029,1007,346,withdrawal,2023-11-18
3030,1002,1654,transfer,2023-04-15
3031,1010,1394,transfer,2023-07-27
3032,1015,1625,transfer,2023-10-24
3033,1012,1549,transfer,2023-06-25
3034,1003,481,refund,2023-05-15
3035,1016,1760,transfer,2023-12-03
3036,1009,141,payment,2023-03-16
3037,1016,720,purchase,2023-01-09
3038,1010,315,transfer,2023-12-15
3039,1010,1754,withdrawal,2023-07-01
3040,1019,388,transfer,2023-11-24
3041,1010,1833,payment,2023-02-06
3042,1006,230,refund,2023-12-26
3043,1017,867,refund,2023-04-14
3044,1005,1071,purchase,2023-10-19
3045,1003,1563,refund,2023-04-22
3046,1014,1265,purchase,2023-09-23
3047,1006,514,withdrawal,2023-03-27
3048,1003,1940,purchase,2023-02-23
3049,1020,1681,purchase,2023-03-12
3050,1018,526,refund,2023-07-12
3051,1009,1435,purchase,2023-07-20
3052,1017,343,purchase,2023-09-04
3053,1017,918,payment,2023-03-11
3054,1017,276,transfer,2023-07-27
3055,1005,246,refund,2023-06-13
3056,1013,1650,refund,2023-08-31
3057,1015,943,transfer,2023-02-20
3058,1009,1558,withdrawal,2023-02-22
3059,1011,1351,refund,2023-11-09
3060,1007,1565,purchase,2023-01-13
3061,1019,880,transfer,2023-03-26
3062,1019,758,purchase,2023-09-11
3063,1010,176,withdrawal,2023-07-09
3064,1014,1652,withdrawal,2023-06-07
3065,1009,511,transfer,2023-05-27
3066,1016,1961,transfer,2023-10-14
3067,1006,1210,transfer,2023-03-15
3068,1005,776,purchase,2023-06-30
3069,1011,1832,withdrawal,2023-06-18
